case_id,customer_id,timestamp,stage,stage_order,stage_start_time,stage_end_time,duration,queue_time,processing_time,status,priority,order_value,region,employee_team,resource_utilization,queue_length,previous_stage,next_stage,sla_target,sla_violation,delay_cause,scenario
CASE-00005,CUST-4811,2026-08-01T08:25:57.211757,Payment Verification,2,2026-08-01T08:26:56.611757,2026-08-01T08:32:33.211757,6.6,0.99,5.61,COMPLETED,Standard,110.61,North America,Fraud & Finance Ops,0.51,2,Order Received,Inventory Check,15.0,False,None,normal
CASE-00005,CUST-4811,2026-08-01T08:33:28.808520,Inventory Check,3,2026-08-01T08:36:27.608520,2026-08-01T08:39:23.408520,5.9,2.98,2.93,COMPLETED,Standard,110.61,North America,Warehouse Stock Control,0.498,9,Payment Verification,Order Packing,10.0,False,None,normal
CASE-00005,CUST-4811,2026-08-01T08:39:47.027173,Order Packing,4,2026-08-01T08:43:31.427173,2026-08-01T08:56:57.227173,17.17,3.74,13.43,COMPLETED,Standard,110.61,North America,Fulfillment Station Alpha,0.598,10,Inventory Check,Shipping Preparation,25.0,False,None,normal
CASE-00005,CUST-4811,2026-08-01T08:57:26.880763,Shipping Preparation,5,2026-08-01T09:00:02.880763,2026-08-01T09:06:39.480763,9.21,2.6,6.61,COMPLETED,Standard,110.61,North America,Logistics Dispatch Hub,0.557,5,Order Packing,Shipment Dispatch,15.0,False,None,normal
CASE-00005,CUST-4811,2026-08-01T09:07:31.575283,Shipment Dispatch,6,2026-08-01T09:11:54.975283,2026-08-01T09:16:56.175283,9.41,4.39,5.02,COMPLETED,Standard,110.61,North America,Carrier Transfer Ops,0.408,11,Shipping Preparation,,20.0,False,None,normal
CASE-00006,CUST-9928,2026-08-01T08:21:02.007234,Order Received,1,2026-08-01T08:21:08.007234,2026-08-01T08:22:21.807234,1.33,0.1,1.23,COMPLETED,Standard,57.22,Latin America,Ingestion Gateway Team,0.479,1,,Payment Verification,5.0,False,None,normal
CASE-00006,CUST-9928,2026-08-01T08:23:06.972245,Payment Verification,2,2026-08-01T08:26:51.372245,2026-08-01T08:32:03.972245,8.95,3.74,5.21,COMPLETED,Standard,57.22,Latin America,Fraud & Finance Ops,0.528,8,Order Received,Inventory Check,15.0,False,None,normal
CASE-00006,CUST-9928,2026-08-01T08:32:21.418974,Inventory Check,3,2026-08-01T08:34:20.818974,2026-08-01T08:36:37.018974,4.26,1.99,2.27,COMPLETED,Standard,57.22,Latin America,Warehouse Stock Control,0.563,5,Payment Verification,Order Packing,10.0,False,None,normal
CASE-00006,CUST-9928,2026-08-01T08:37:14.442202,Order Packing,4,2026-08-01T08:41:09.642202,2026-08-01T08:50:32.442202,13.3,3.92,9.38,COMPLETED,Standard,57.22,Latin America,Fulfillment Station Alpha,0.729,11,Inventory Check,Shipping Preparation,25.0,False,None,normal
CASE-00006,CUST-9928,2026-08-01T08:51:14.831072,Shipping Preparation,5,2026-08-01T08:52:15.431072,2026-08-01T08:54:46.631072,3.53,1.01,2.52,COMPLETED,Standard,57.22,Latin America,Logistics Dispatch Hub,0.595,3,Order Packing,Shipment Dispatch,15.0,False,None,normal
CASE-00006,CUST-9928,2026-08-01T08:55:41.211220,Shipment Dispatch,6,2026-08-01T08:59:18.411220,2026-08-01T09:08:44.211220,13.05,3.62,9.43,COMPLETED,Standard,57.22,Latin America,Carrier Transfer Ops,0.417,7,Shipping Preparation,,20.0,False,None,normal
CASE-00007,CUST-5557,2026-08-01T08:24:30.608932,Order Received,1,2026-08-01T08:24:37.208932,2026-08-01T08:25:54.608932,1.4,0.11,1.29,COMPLETED,High,300.41,North America,Ingestion Gateway Team,0.488,1,,Payment Verification,5.0,False,None,normal
CASE-00007,CUST-5557,2026-08-01T08:26:17.373859,Payment Verification,2,2026-08-01T08:27:13.773859,2026-08-01T08:30:58.773859,4.69,0.94,3.75,COMPLETED,High,300.41,North America,Fraud & Finance Ops,0.565,2,Order Received,Inventory Check,15.0,False,None,normal
CASE-00007,CUST-5557,2026-08-01T08:31:41.956238,Inventory Check,3,2026-08-01T08:33:22.156238,2026-08-01T08:37:17.356238,5.6,1.67,3.92,COMPLETED,High,300.41,North America,Warehouse Stock Control,0.514,3,Payment Verification,Order Packing,10.0,False,None,normal
CASE-00007,CUST-5557,2026-08-01T08:37:47.006597,Order Packing,4,2026-08-01T08:43:04.406597,2026-08-01T08:50:24.206597,12.62,5.29,7.33,COMPLETED,High,300.41,North America,Fulfillment Station Alpha,0.745,12,Inventory Check,Shipping Preparation,25.0,False,None,normal
CASE-00007,CUST-5557,2026-08-01T08:51:19.024832,Shipping Preparation,5,2026-08-01T08:52:16.024832,2026-08-01T08:58:34.624832,7.26,0.95,6.31,COMPLETED,High,300.41,North America,Logistics Dispatch Hub,0.551,2,Order Packing,Shipment Dispatch,15.0,False,None,normal
CASE-00007,CUST-5557,2026-08-01T08:59:10.265681,Shipment Dispatch,6,2026-08-01T09:02:06.665681,2026-08-01T09:10:21.665681,11.19,2.94,8.25,COMPLETED,High,300.41,North America,Carrier Transfer Ops,0.456,5,Shipping Preparation,,20.0,False,None,normal
CASE-00008,CUST-3615,2026-08-01T08:28:23.392028,Order Received,1,2026-08-01T08:28:47.992028,2026-08-01T08:30:21.592028,1.97,0.41,1.56,COMPLETED,Standard,45.34,Latin America,Ingestion Gateway Team,0.353,1,,Payment Verification,5.0,False,None,normal
CASE-00008,CUST-3615,2026-08-01T08:30:54.144867,Payment Verification,2,2026-08-01T08:33:21.744867,2026-08-01T08:40:15.744867,9.36,2.46,6.9,COMPLETED,Standard,45.34,Latin America,Fraud & Finance Ops,0.577,7,Order Received,Inventory Check,15.0,False,None,normal
CASE-00008,CUST-3615,2026-08-01T08:40:42.957123,Inventory Check,3,2026-08-01T08:42:20.757123,2026-08-01T08:44:35.757123,3.88,1.63,2.25,COMPLETED,Standard,45.34,Latin America,Warehouse Stock Control,0.587,4,Payment Verification,Order Packing,10.0,False,None,normal
CASE-00008,CUST-3615,2026-08-01T08:45:15.120059,Order Packing,4,2026-08-01T08:50:10.320059,2026-08-01T08:57:44.520059,12.49,4.92,7.57,COMPLETED,Standard,45.34,Latin America,Fulfillment Station Alpha,0.748,9,Inventory Check,Shipping Preparation,25.0,False,None,normal
CASE-00008,CUST-3615,2026-08-01T08:58:21.399882,Shipping Preparation,5,2026-08-01T09:00:38.799882,2026-08-01T09:05:59.199882,7.63,2.29,5.34,COMPLETED,Standard,45.34,Latin America,Logistics Dispatch Hub,0.589,6,Order Packing,Shipment Dispatch,15.0,False,None,normal
CASE-00008,CUST-3615,2026-08-01T09:06:28.455457,Shipment Dispatch,6,2026-08-01T09:10:23.055457,2026-08-01T09:16:10.455457,9.7,3.91,5.79,COMPLETED,Standard,45.34,Latin America,Carrier Transfer Ops,0.562,11,Shipping Preparation,,20.0,False,None,normal
CASE-00009,CUST-3547,2026-08-01T08:34:42.113992,Order Received,1,2026-08-01T08:36:32.513992,2026-08-01T08:38:13.913992,3.53,1.84,1.69,COMPLETED,Urgent,905.99,Europe,Ingestion Gateway Team,0.509,5,,Payment Verification,5.0,False,None,normal
CASE-00009,CUST-3547,2026-08-01T08:38:42.137760,Payment Verification,2,2026-08-01T08:41:41.537760,2026-08-01T08:44:58.337760,6.27,2.99,3.28,COMPLETED,Urgent,905.99,Europe,Fraud & Finance Ops,0.616,5,Order Received,Inventory Check,15.0,False,None,normal
CASE-00009,CUST-3547,2026-08-01T08:45:32.686465,Inventory Check,3,2026-08-01T08:46:18.286465,2026-08-01T08:47:29.686465,1.94,0.76,1.19,COMPLETED,Urgent,905.99,Europe,Warehouse Stock Control,0.518,1,Payment Verification,Order Packing,10.0,False,None,normal
CASE-00009,CUST-3547,2026-08-01T08:47:43.479178,Order Packing,4,2026-08-01T08:51:03.879178,2026-08-01T08:58:08.679178,10.43,3.34,7.08,COMPLETED,Urgent,905.99,Europe,Fulfillment Station Alpha,0.575,8,Inventory Check,Shipping Preparation,25.0,False,None,normal
CASE-00009,CUST-3547,2026-08-01T08:58:57.638869,Shipping Preparation,5,2026-08-01T09:01:01.838869,2026-08-01T09:05:40.838869,6.72,2.07,4.65,COMPLETED,Urgent,905.99,Europe,Logistics Dispatch Hub,0.467,3,Order Packing,Shipment Dispatch,15.0,False,None,normal
CASE-00009,CUST-3547,2026-08-01T09:06:18.343891,Shipment Dispatch,6,2026-08-01T09:06:50.143891,2026-08-01T09:17:04.543891,10.77,0.53,10.24,COMPLETED,Urgent,905.99,Europe,Carrier Transfer Ops,0.545,1,Shipping Preparation,,20.0,False,None,normal
CASE-00010,CUST-6514,2026-08-01T08:35:46.802366,Order Received,1,2026-08-01T08:36:01.202366,2026-08-01T08:37:39.002366,1.86,0.24,1.63,COMPLETED,Standard,149.48,North America,Ingestion Gateway Team,0.438,1,,Payment Verification,5.0,False,None,normal
CASE-00010,CUST-6514,2026-08-01T08:37:52.219202,Payment Verification,2,2026-08-01T08:39:56.419202,2026-08-01T08:48:25.819202,10.56,2.07,8.49,COMPLETED,Standard,149.48,North America,Fraud & Finance Ops,0.535,4,Order Received,Inventory Check,15.0,False,None,normal
CASE-00010,CUST-6514,2026-08-01T08:48:49.830861,Inventory Check,3,2026-08-01T08:51:23.430861,2026-08-01T08:55:17.430861,6.46,2.56,3.9,COMPLETED,Standard,149.48,North America,Warehouse Stock Control,0.532,5,Payment Verification,Order Packing,10.0,False,None,normal
CASE-00010,CUST-6514,2026-08-01T08:56:15.264394,Order Packing,4,2026-08-01T09:01:26.064394,2026-08-01T09:16:23.064394,20.13,5.18,14.95,COMPLETED,Standard,149.48,North America,Fulfillment Station Alpha,0.672,12,Inventory Check,Shipping Preparation,25.0,False,None,normal
CASE-00010,CUST-6514,2026-08-01T09:16:46.955481,Shipping Preparation,5,2026-08-01T09:19:47.555481,2026-08-01T09:23:13.955481,6.45,3.01,3.44,COMPLETED,Standard,149.48,North America,Logistics Dispatch Hub,0.453,5,Order Packing,Shipment Dispatch,15.0,False,None,normal
CASE-00010,CUST-6514,2026-08-01T09:23:28.163608,Shipment Dispatch,6,2026-08-01T09:26:13.763608,2026-08-01T09:36:58.163608,13.51,2.76,10.74,COMPLETED,Standard,149.48,North America,Carrier Transfer Ops,0.42,6,Shipping Preparation,,20.0,False,None,normal
CASE-00011,CUST-2584,2026-08-01T08:39:31.000394,Order Received,1,2026-08-01T08:39:37.000394,2026-08-01T08:41:35.200394,2.07,0.1,1.97,COMPLETED,High,205.04,Asia-Pacific,Ingestion Gateway Team,0.359,1,,Payment Verification,5.0,False,None,normal
CASE-00011,CUST-2584,2026-08-01T08:42:17.241670,Payment Verification,2,2026-08-01T08:46:16.641670,2026-08-01T08:53:52.041670,11.58,3.99,7.59,COMPLETED,High,205.04,Asia-Pacific,Fraud & Finance Ops,0.632,8,Order Received,Inventory Check,15.0,False,None,normal
CASE-00011,CUST-2584,2026-08-01T08:54:07.428970,Inventory Check,3,2026-08-01T08:55:20.028970,2026-08-01T08:58:38.028970,4.5,1.21,3.3,COMPLETED,High,205.04,Asia-Pacific,Warehouse Stock Control,0.517,3,Payment Verification,Order Packing,10.0,False,None,normal
CASE-00011,CUST-2584,2026-08-01T08:59:17.651731,Order Packing,4,2026-08-01T09:03:00.251731,2026-08-01T09:17:45.851731,18.47,3.71,14.76,COMPLETED,High,205.04,Asia-Pacific,Fulfillment Station Alpha,0.642,9,Inventory Check,Shipping Preparation,25.0,False,None,normal
CASE-00011,CUST-2584,2026-08-01T09:18:43.042042,Shipping Preparation,5,2026-08-01T09:19:19.642042,2026-08-01T09:24:29.242042,5.77,0.61,5.16,COMPLETED,High,205.04,Asia-Pacific,Logistics Dispatch Hub,0.631,1,Order Packing,Shipment Dispatch,15.0,False,None,normal
CASE-00011,CUST-2584,2026-08-01T09:24:44.571384,Shipment Dispatch,6,2026-08-01T09:27:01.971384,2026-08-01T09:34:35.571384,9.85,2.29,7.56,COMPLETED,High,205.04,Asia-Pacific,Carrier Transfer Ops,0.414,5,Shipping Preparation,,20.0,False,None,normal
CASE-00012,CUST-5333,2026-08-01T08:42:02.825640,Order Received,1,2026-08-01T08:42:12.425640,2026-08-01T08:43:49.625640,1.79,0.16,1.62,COMPLETED,High,158.24,North America,Ingestion Gateway Team,0.374,1,,Payment Verification,5.0,False,None,normal
CASE-00012,CUST-5333,2026-08-01T08:44:31.814897,Payment Verification,2,2026-08-01T08:47:21.614897,2026-08-01T08:53:54.614897,9.38,2.83,6.55,COMPLETED,High,158.24,North America,Fraud & Finance Ops,0.661,6,Order Received,Inventory Check,15.0,False,None,normal
CASE-00012,CUST-5333,2026-08-01T08:54:15.131995,Inventory Check,3,2026-08-01T08:55:54.131995,2026-08-01T09:00:00.731995,5.76,1.65,4.11,COMPLETED,High,158.24,North America,Warehouse Stock Control,0.598,3,Payment Verification,Order Packing,10.0,False,None,normal
CASE-00012,CUST-5333,2026-08-01T09:00:30.588863,Order Packing,4,2026-08-01T09:02:54.588863,2026-08-01T09:16:23.988863,15.88,2.4,13.49,COMPLETED,High,158.24,North America,Fulfillment Station Alpha,0.736,7,Inventory Check,Shipping Preparation,25.0,False,None,normal
CASE-00012,CUST-5333,2026-08-01T09:16:56.580576,Shipping Preparation,5,2026-08-01T09:19:12.180576,2026-08-01T09:24:55.380576,7.98,2.26,5.72,COMPLETED,High,158.24,North America,Logistics Dispatch Hub,0.471,6,Order Packing,Shipment Dispatch,15.0,False,None,normal
CASE-00012,CUST-5333,2026-08-01T09:25:31.632690,Shipment Dispatch,6,2026-08-01T09:27:24.432690,2026-08-01T09:36:18.432690,10.78,1.88,8.9,COMPLETED,High,158.24,North America,Carrier Transfer Ops,0.579,4,Shipping Preparation,,20.0,False,None,normal
CASE-00013,CUST-9785,2026-08-01T08:51:30.953945,Order Received,1,2026-08-01T08:51:45.953945,2026-08-01T08:53:44.753945,2.22,0.25,1.98,COMPLETED,Urgent,807.95,North America,Ingestion Gateway Team,0.44,1,,Payment Verification,5.0,False,None,normal
CASE-00013,CUST-9785,2026-08-01T08:54:12.529843,Payment Verification,2,2026-08-01T08:57:17.329843,2026-08-01T09:04:02.929843,9.84,3.08,6.76,COMPLETED,Urgent,807.95,North America,Fraud & Finance Ops,0.658,8,Order Received,Inventory Check,15.0,False,None,normal
CASE-00013,CUST-9785,2026-08-01T09:04:19.307736,Inventory Check,3,2026-08-01T09:05:41.507736,2026-08-01T09:07:58.307736,3.65,1.37,2.28,COMPLETED,Urgent,807.95,North America,Warehouse Stock Control,0.51,3,Payment Verification,Order Packing,10.0,False,None,normal
CASE-00013,CUST-9785,2026-08-01T09:08:52.917537,Order Packing,4,2026-08-01T09:11:33.717537,2026-08-01T09:17:34.917537,8.71,2.68,6.02,COMPLETED,Urgent,807.95,North America,Fulfillment Station Alpha,0.579,7,Inventory Check,Shipping Preparation,25.0,False,None,normal
CASE-00013,CUST-9785,2026-08-01T09:18:16.592004,Shipping Preparation,5,2026-08-01T09:19:12.992004,2026-08-01T09:22:23.792004,4.12,0.94,3.18,COMPLETED,Urgent,807.95,North America,Logistics Dispatch Hub,0.614,2,Order Packing,Shipment Dispatch,15.0,False,None,normal
CASE-00013,CUST-9785,2026-08-01T09:22:39.696745,Shipment Dispatch,6,2026-08-01T09:24:39.696745,2026-08-01T09:27:42.696745,5.06,2.0,3.05,COMPLETED,Urgent,807.95,North America,Carrier Transfer Ops,0.563,6,Shipping Preparation,,20.0,False,None,normal
CASE-00014,CUST-7201,2026-08-01T08:51:47.987908,Order Received,1,2026-08-01T08:52:00.587908,2026-08-01T08:53:05.987908,1.31,0.21,1.09,COMPLETED,Standard,29.2,North America,Ingestion Gateway Team,0.505,1,,Payment Verification,5.0,False,None,normal
CASE-00014,CUST-7201,2026-08-01T08:53:38.350564,Payment Verification,2,2026-08-01T08:56:16.750564,2026-08-01T09:01:46.150564,8.13,2.64,5.49,COMPLETED,Standard,29.2,North America,Fraud & Finance Ops,0.594,4,Order Received,Inventory Check,15.0,False,None,normal
CASE-00014,CUST-7201,2026-08-01T09:02:03.853824,Inventory Check,3,2026-08-01T09:03:45.253824,2026-08-01T09:06:25.453824,4.37,1.69,2.67,COMPLETED,Standard,29.2,North America,Warehouse Stock Control,0.549,4,Payment Verification,Order Packing,10.0,False,None,normal
CASE-00014,CUST-7201,2026-08-01T09:07:23.638106,Order Packing,4,2026-08-01T09:09:17.638106,2026-08-01T09:16:45.838106,9.37,1.9,7.47,COMPLETED,Standard,29.2,North America,Fulfillment Station Alpha,0.724,4,Inventory Check,Shipping Preparation,25.0,False,None,normal
CASE-00014,CUST-7201,2026-08-01T09:17:44.072788,Shipping Preparation,5,2026-08-01T09:19:54.872788,2026-08-01T09:24:26.072788,6.7,2.18,4.52,COMPLETED,Standard,29.2,North America,Logistics Dispatch Hub,0.465,5,Order Packing,Shipment Dispatch,15.0,False,None,normal
CASE-00014,CUST-7201,2026-08-01T09:25:24.599310,Shipment Dispatch,6,2026-08-01T09:30:41.399310,2026-08-01T09:38:29.999310,13.09,5.28,7.81,COMPLETED,Standard,29.2,North America,Carrier Transfer Ops,0.539,12,Shipping Preparation,,20.0,False,None,normal
CASE-00015,CUST-6925,2026-08-01T08:52:35.581375,Order Received,1,2026-08-01T08:53:03.781375,2026-08-01T08:54:12.181375,1.62,0.47,1.14,COMPLETED,High,450.62,Europe,Ingestion Gateway Team,0.474,1,,Payment Verification,5.0,False,None,normal
CASE-00015,CUST-6925,2026-08-01T08:54:33.211191,Payment Verification,2,2026-08-01T08:58:07.411191,2026-08-01T08:59:48.211191,5.25,3.57,1.68,COMPLETED,High,450.62,Europe,Fraud & Finance Ops,0.617,6,Order Received,Inventory Check,15.0,False,None,normal
CASE-00015,CUST-6925,2026-08-01T09:00:46.982142,Inventory Check,3,2026-08-01T09:01:39.782142,2026-08-01T09:03:15.182142,2.47,0.88,1.59,COMPLETED,High,450.62,Europe,Warehouse Stock Control,0.563,2,Payment Verification,Order Packing,10.0,False,None,normal
CASE-00015,CUST-6925,2026-08-01T09:03:34.987755,Order Packing,4,2026-08-01T09:07:49.987755,2026-08-01T09:13:52.387755,10.29,4.25,6.04,COMPLETED,High,450.62,Europe,Fulfillment Station Alpha,0.737,12,Inventory Check,Shipping Preparation,25.0,False,None,normal
CASE-00015,CUST-6925,2026-08-01T09:14:06.558251,Shipping Preparation,5,2026-08-01T09:17:10.758251,2026-08-01T09:21:34.158251,7.45,3.07,4.39,COMPLETED,High,450.62,Europe,Logistics Dispatch Hub,0.612,9,Order Packing,Shipment Dispatch,15.0,False,None,normal
CASE-00015,CUST-6925,2026-08-01T09:21:53.378262,Shipment Dispatch,6,2026-08-01T09:24:00.578262,2026-08-01T09:27:34.778262,5.69,2.12,3.57,COMPLETED,High,450.62,Europe,Carrier Transfer Ops,0.594,6,Shipping Preparation,,20.0,False,None,normal
CASE-00016,CUST-1750,2026-08-01T08:57:15.889869,Order Received,1,2026-08-01T08:57:21.889869,2026-08-01T08:58:15.889869,1.0,0.1,0.9,COMPLETED,High,631.26,Europe,Ingestion Gateway Team,0.361,1,,Payment Verification,5.0,False,None,normal
CASE-00016,CUST-1750,2026-08-01T08:59:06.909117,Payment Verification,2,2026-08-01T09:03:20.109117,2026-08-01T09:09:23.709117,10.28,4.22,6.06,COMPLETED,High,631.26,Europe,Fraud & Finance Ops,0.689,12,Order Received,Inventory Check,15.0,False,None,normal
CASE-00016,CUST-1750,2026-08-01T09:09:47.581826,Inventory Check,3,2026-08-01T09:10:21.181826,2026-08-01T09:13:42.781826,3.92,0.56,3.36,COMPLETED,High,631.26,Europe,Warehouse Stock Control,0.591,1,Payment Verification,Order Packing,10.0,False,None,normal
CASE-00016,CUST-1750,2026-08-01T09:14:05.756681,Order Packing,4,2026-08-01T09:19:36.356681,2026-08-01T09:34:13.556681,20.13,5.51,14.62,COMPLETED,High,631.26,Europe,Fulfillment Station Alpha,0.622,10,Inventory Check,Shipping Preparation,25.0,False,None,normal
CASE-00016,CUST-1750,2026-08-01T09:34:57.792194,Shipping Preparation,5,2026-08-01T09:37:48.192194,2026-08-01T09:42:28.392194,7.51,2.84,4.67,COMPLETED,High,631.26,Europe,Logistics Dispatch Hub,0.554,8,Order Packing,Shipment Dispatch,15.0,False,None,normal
CASE-00016,CUST-1750,2026-08-01T09:43:06.883722,Shipment Dispatch,6,2026-08-01T09:46:32.683722,2026-08-01T09:53:52.483722,10.76,3.43,7.33,COMPLETED,High,631.26,Europe,Carrier Transfer Ops,0.481,6,Shipping Preparation,,20.0,False,None,normal
