case_id,customer_id,timestamp,stage,stage_order,stage_start_time,stage_end_time,duration,queue_time,processing_time,status,priority,order_value,region,employee_team,resource_utilization,queue_length,previous_stage,next_stage,sla_target,sla_violation,delay_cause,scenario
CASE-00004,CUST-1527,2026-08-01T08:14:58.998768,Order Received,1,2026-08-01T08:15:04.998768,2026-08-01T08:16:57.198768,1.97,0.1,1.87,COMPLETED,Standard,97.74,North America,Ingestion Gateway Team,0.451,1,,Payment Verification,5.0,False,None,unknown_inventory_bottleneck
CASE-00004,CUST-1527,2026-08-01T08:17:52.895608,Payment Verification,2,2026-08-01T08:21:21.095608,2026-08-01T08:27:27.095608,9.57,3.47,6.1,COMPLETED,Standard,97.74,North America,Fraud & Finance Ops,0.612,10,Order Received,Inventory Check,15.0,False,None,unknown_inventory_bottleneck
CASE-00004,CUST-1527,2026-08-01T08:28:22.726115,Inventory Check,3,2026-08-01T08:54:50.926115,2026-08-01T09:13:43.726115,45.35,26.47,18.88,SLA_VIOLATED,Standard,97.74,North America,Warehouse Stock Control,0.933,76,Payment Verification,Order Packing,10.0,True,Inventory Mismatch,unknown_inventory_bottleneck
CASE-00004,CUST-1527,2026-08-01T09:13:58.941748,Order Packing,4,2026-08-01T09:19:25.941748,2026-08-01T09:26:23.541748,12.41,5.45,6.96,COMPLETED,Standard,97.74,North America,Fulfillment Station Alpha,0.593,17,Inventory Check,Shipping Preparation,25.0,False,None,unknown_inventory_bottleneck
CASE-00004,CUST-1527,2026-08-01T09:26:56.454933,Shipping Preparation,5,2026-08-01T09:27:52.854933,2026-08-01T09:31:56.454933,4.99,0.94,4.06,COMPLETED,Standard,97.74,North America,Logistics Dispatch Hub,0.647,2,Order Packing,Shipment Dispatch,15.0,False,None,unknown_inventory_bottleneck
CASE-00004,CUST-1527,2026-08-01T09:32:53.116107,Shipment Dispatch,6,2026-08-01T09:36:38.116107,2026-08-01T09:42:57.316107,10.08,3.75,6.32,COMPLETED,Standard,97.74,North America,Carrier Transfer Ops,0.537,7,Shipping Preparation,,20.0,False,None,unknown_inventory_bottleneck
CASE-00005,CUST-5749,2026-08-01T08:18:15.248126,Order Received,1,2026-08-01T08:18:52.448126,2026-08-01T08:20:38.048126,2.37,0.62,1.76,COMPLETED,High,160.15,North America,Ingestion Gateway Team,0.531,1,,Payment Verification,5.0,False,None,unknown_inventory_bottleneck
CASE-00005,CUST-5749,2026-08-01T08:21:05.997711,Payment Verification,2,2026-08-01T08:25:39.597711,2026-08-01T08:32:34.197711,11.47,4.56,6.91,COMPLETED,High,160.15,North America,Fraud & Finance Ops,0.517,13,Order Received,Inventory Check,15.0,False,None,unknown_inventory_bottleneck
CASE-00005,CUST-5749,2026-08-01T08:33:06.869708,Inventory Check,3,2026-08-01T09:01:09.269708,2026-08-01T09:22:12.269708,49.08,28.04,21.05,SLA_VIOLATED,High,160.15,North America,Warehouse Stock Control,0.957,62,Payment Verification,Order Packing,10.0,True,System Delay,unknown_inventory_bottleneck
CASE-00005,CUST-5749,2026-08-01T09:22:26.535615,Order Packing,4,2026-08-01T09:22:53.535615,2026-08-01T09:34:52.335615,12.44,0.45,11.98,COMPLETED,High,160.15,North America,Fulfillment Station Alpha,0.563,1,Inventory Check,Shipping Preparation,25.0,False,None,unknown_inventory_bottleneck
CASE-00005,CUST-5749,2026-08-01T09:35:08.906091,Shipping Preparation,5,2026-08-01T09:37:57.506091,2026-08-01T09:42:17.306091,7.14,2.81,4.33,COMPLETED,High,160.15,North America,Logistics Dispatch Hub,0.451,7,Order Packing,Shipment Dispatch,15.0,False,None,unknown_inventory_bottleneck
CASE-00005,CUST-5749,2026-08-01T09:42:48.521661,Shipment Dispatch,6,2026-08-01T09:43:20.321661,2026-08-01T09:48:11.321661,5.38,0.53,4.85,COMPLETED,High,160.15,North America,Carrier Transfer Ops,0.441,1,Shipping Preparation,,20.0,False,None,unknown_inventory_bottleneck
CASE-00006,CUST-5590,2026-08-01T08:23:06.273762,Order Received,1,2026-08-01T08:23:36.873762,2026-08-01T08:24:41.073762,1.58,0.51,1.07,COMPLETED,Standard,104.91,North America,Ingestion Gateway Team,0.415,1,,Payment Verification,5.0,False,None,unknown_inventory_bottleneck
CASE-00006,CUST-5590,2026-08-01T08:25:00.184031,Payment Verification,2,2026-08-01T08:28:21.184031,2026-08-01T08:35:00.784031,10.01,3.35,6.66,COMPLETED,Standard,104.91,North America,Fraud & Finance Ops,0.69,7,Order Received,Inventory Check,15.0,False,None,unknown_inventory_bottleneck
CASE-00006,CUST-5590,2026-08-01T08:35:44.374345,Inventory Check,3,2026-08-01T08:51:16.774345,2026-08-01T09:04:13.174345,28.48,15.54,12.94,SLA_VIOLATED,Standard,104.91,North America,Warehouse Stock Control,0.875,35,Payment Verification,Order Packing,10.0,True,Inventory Mismatch,unknown_inventory_bottleneck
CASE-00006,CUST-5590,2026-08-01T09:04:55.299158,Order Packing,4,2026-08-01T09:09:28.299158,2026-08-01T09:23:45.099158,18.84,4.55,14.28,COMPLETED,Standard,104.91,North America,Fulfillment Station Alpha,0.741,11,Inventory Check,Shipping Preparation,25.0,False,None,unknown_inventory_bottleneck
CASE-00006,CUST-5590,2026-08-01T09:24:41.242072,Shipping Preparation,5,2026-08-01T09:25:34.042072,2026-08-01T09:29:52.042072,5.18,0.88,4.3,COMPLETED,Standard,104.91,North America,Logistics Dispatch Hub,0.573,2,Order Packing,Shipment Dispatch,15.0,False,None,unknown_inventory_bottleneck
CASE-00006,CUST-5590,2026-08-01T09:30:30.095716,Shipment Dispatch,6,2026-08-01T09:32:35.495716,2026-08-01T09:36:44.495716,6.25,2.09,4.15,COMPLETED,Standard,104.91,North America,Carrier Transfer Ops,0.545,5,Shipping Preparation,,20.0,False,None,unknown_inventory_bottleneck
CASE-00007,CUST-3571,2026-08-01T08:32:04.639866,Order Received,1,2026-08-01T08:32:10.639866,2026-08-01T08:33:16.039866,1.19,0.1,1.09,COMPLETED,Standard,122.02,Europe,Ingestion Gateway Team,0.41,1,,Payment Verification,5.0,False,None,unknown_inventory_bottleneck
CASE-00007,CUST-3571,2026-08-01T08:33:32.332914,Payment Verification,2,2026-08-01T08:37:26.932914,2026-08-01T08:45:34.732914,12.04,3.91,8.13,COMPLETED,Standard,122.02,Europe,Fraud & Finance Ops,0.664,9,Order Received,Inventory Check,15.0,False,None,unknown_inventory_bottleneck
CASE-00007,CUST-3571,2026-08-01T08:45:56.559478,Inventory Check,3,2026-08-01T09:07:13.959478,2026-08-01T09:24:52.959478,38.94,21.29,17.65,SLA_VIOLATED,Standard,122.02,Europe,Warehouse Stock Control,0.876,49,Payment Verification,Order Packing,10.0,True,System Delay,unknown_inventory_bottleneck
CASE-00007,CUST-3571,2026-08-01T09:25:29.612278,Order Packing,4,2026-08-01T09:29:13.412278,2026-08-01T09:36:36.212278,11.12,3.73,7.38,COMPLETED,Standard,122.02,Europe,Fulfillment Station Alpha,0.591,8,Inventory Check,Shipping Preparation,25.0,False,None,unknown_inventory_bottleneck
CASE-00007,CUST-3571,2026-08-01T09:37:05.827966,Shipping Preparation,5,2026-08-01T09:39:06.427966,2026-08-01T09:44:39.427966,7.57,2.01,5.55,COMPLETED,Standard,122.02,Europe,Logistics Dispatch Hub,0.503,4,Order Packing,Shipment Dispatch,15.0,False,None,unknown_inventory_bottleneck
CASE-00007,CUST-3571,2026-08-01T09:45:34.714789,Shipment Dispatch,6,2026-08-01T09:48:07.114789,2026-08-01T09:53:57.514789,8.38,2.54,5.84,COMPLETED,Standard,122.02,Europe,Carrier Transfer Ops,0.41,7,Shipping Preparation,,20.0,False,None,unknown_inventory_bottleneck
CASE-00008,CUST-5073,2026-08-01T08:29:35.847507,Order Received,1,2026-08-01T08:29:41.847507,2026-08-01T08:30:44.847507,1.15,0.1,1.05,COMPLETED,Standard,25.37,Asia-Pacific,Ingestion Gateway Team,0.495,1,,Payment Verification,5.0,False,None,unknown_inventory_bottleneck
CASE-00008,CUST-5073,2026-08-01T08:30:57.607379,Payment Verification,2,2026-08-01T08:32:10.807379,2026-08-01T08:39:47.407379,8.83,1.22,7.61,COMPLETED,Standard,25.37,Asia-Pacific,Fraud & Finance Ops,0.533,3,Order Received,Inventory Check,15.0,False,None,unknown_inventory_bottleneck
CASE-00008,CUST-5073,2026-08-01T08:39:59.667428,Inventory Check,3,2026-08-01T08:41:28.467428,2026-08-01T08:46:28.467428,6.47,1.48,5.0,COMPLETED,Standard,25.37,Asia-Pacific,Warehouse Stock Control,0.44,3,Payment Verification,Order Packing,10.0,False,None,unknown_inventory_bottleneck
CASE-00008,CUST-5073,2026-08-01T08:47:01.894057,Order Packing,4,2026-08-01T08:47:45.694057,2026-08-01T08:57:27.694057,10.43,0.73,9.7,COMPLETED,Standard,25.37,Asia-Pacific,Fulfillment Station Alpha,0.734,1,Inventory Check,Shipping Preparation,25.0,False,None,unknown_inventory_bottleneck
CASE-00008,CUST-5073,2026-08-01T08:58:16.063537,Shipping Preparation,5,2026-08-01T09:00:35.263537,2026-08-01T09:04:59.863537,6.73,2.32,4.41,COMPLETED,Standard,25.37,Asia-Pacific,Logistics Dispatch Hub,0.573,6,Order Packing,Shipment Dispatch,15.0,False,None,unknown_inventory_bottleneck
CASE-00008,CUST-5073,2026-08-01T09:05:50.869720,Shipment Dispatch,6,2026-08-01T09:08:13.069720,2026-08-01T09:16:29.269720,10.64,2.37,8.27,COMPLETED,Standard,25.37,Asia-Pacific,Carrier Transfer Ops,0.56,5,Shipping Preparation,,20.0,False,None,unknown_inventory_bottleneck
CASE-00009,CUST-5084,2026-08-01T08:33:54.840589,Order Received,1,2026-08-01T08:34:18.840589,2026-08-01T08:35:53.040589,1.97,0.4,1.57,COMPLETED,High,349.1,North America,Ingestion Gateway Team,0.404,1,,Payment Verification,5.0,False,None,unknown_inventory_bottleneck
CASE-00009,CUST-5084,2026-08-01T08:36:21.051742,Payment Verification,2,2026-08-01T08:39:59.451742,2026-08-01T08:45:15.051742,8.9,3.64,5.26,COMPLETED,High,349.1,North America,Fraud & Finance Ops,0.655,7,Order Received,Inventory Check,15.0,False,None,unknown_inventory_bottleneck
CASE-00009,CUST-5084,2026-08-01T08:46:01.326480,Inventory Check,3,2026-08-01T08:47:38.526480,2026-08-01T08:49:43.926480,3.71,1.62,2.09,COMPLETED,High,349.1,North America,Warehouse Stock Control,0.48,3,Payment Verification,Order Packing,10.0,False,None,unknown_inventory_bottleneck
CASE-00009,CUST-5084,2026-08-01T08:50:38.011803,Order Packing,4,2026-08-01T08:56:29.611803,2026-08-01T09:04:43.411803,14.09,5.86,8.23,COMPLETED,High,349.1,North America,Fulfillment Station Alpha,0.604,16,Inventory Check,Shipping Preparation,25.0,False,None,unknown_inventory_bottleneck
CASE-00009,CUST-5084,2026-08-01T09:05:10.183374,Shipping Preparation,5,2026-08-01T09:06:56.983374,2026-08-01T09:12:29.983374,7.33,1.78,5.55,COMPLETED,High,349.1,North America,Logistics Dispatch Hub,0.602,4,Order Packing,Shipment Dispatch,15.0,False,None,unknown_inventory_bottleneck
CASE-00009,CUST-5084,2026-08-01T09:13:20.726206,Shipment Dispatch,6,2026-08-01T09:16:19.526206,2026-08-01T09:25:26.726206,12.09,2.98,9.12,COMPLETED,High,349.1,North America,Carrier Transfer Ops,0.517,6,Shipping Preparation,,20.0,False,None,unknown_inventory_bottleneck
CASE-00010,CUST-5510,2026-08-01T08:36:09.973734,Order Received,1,2026-08-01T08:36:39.373734,2026-08-01T08:37:13.573734,1.06,0.49,0.57,COMPLETED,High,271.33,Europe,Ingestion Gateway Team,0.506,1,,Payment Verification,5.0,False,None,unknown_inventory_bottleneck
CASE-00010,CUST-5510,2026-08-01T08:38:13.498820,Payment Verification,2,2026-08-01T08:40:23.698820,2026-08-01T08:45:20.098820,7.11,2.17,4.94,COMPLETED,High,271.33,Europe,Fraud & Finance Ops,0.696,4,Order Received,Inventory Check,15.0,False,None,unknown_inventory_bottleneck
CASE-00010,CUST-5510,2026-08-01T08:45:57.024973,Inventory Check,3,2026-08-01T09:02:21.624973,2026-08-01T09:24:00.024973,38.06,16.41,21.64,SLA_VIOLATED,High,271.33,Europe,Warehouse Stock Control,0.889,50,Payment Verification,Order Packing,10.0,True,System Delay,unknown_inventory_bottleneck
CASE-00010,CUST-5510,2026-08-01T09:24:35.530233,Order Packing,4,2026-08-01T09:24:41.530233,2026-08-01T09:33:45.130233,9.16,0.1,9.06,COMPLETED,High,271.33,Europe,Fulfillment Station Alpha,0.662,1,Inventory Check,Shipping Preparation,25.0,False,None,unknown_inventory_bottleneck
CASE-00010,CUST-5510,2026-08-01T09:34:11.429228,Shipping Preparation,5,2026-08-01T09:36:48.629228,2026-08-01T09:39:09.029228,4.96,2.62,2.34,COMPLETED,High,271.33,Europe,Logistics Dispatch Hub,0.557,7,Order Packing,Shipment Dispatch,15.0,False,None,unknown_inventory_bottleneck
CASE-00010,CUST-5510,2026-08-01T09:39:26.178868,Shipment Dispatch,6,2026-08-01T09:42:44.778868,2026-08-01T09:51:44.778868,12.31,3.31,9.0,COMPLETED,High,271.33,Europe,Carrier Transfer Ops,0.492,6,Shipping Preparation,,20.0,False,None,unknown_inventory_bottleneck
CASE-00011,CUST-2178,2026-08-01T08:38:45.797505,Order Received,1,2026-08-01T08:39:34.397505,2026-08-01T08:42:07.397505,3.36,0.81,2.55,COMPLETED,Standard,240.27,Latin America,Ingestion Gateway Team,0.465,1,,Payment Verification,5.0,False,None,unknown_inventory_bottleneck
CASE-00011,CUST-2178,2026-08-01T08:42:20.677196,Payment Verification,2,2026-08-01T08:44:20.077196,2026-08-01T08:49:15.277196,6.91,1.99,4.92,COMPLETED,Standard,240.27,Latin America,Fraud & Finance Ops,0.597,4,Order Received,Inventory Check,15.0,False,None,unknown_inventory_bottleneck
CASE-00011,CUST-2178,2026-08-01T08:49:52.583100,Inventory Check,3,2026-08-01T09:07:29.783100,2026-08-01T09:30:26.783100,40.57,17.62,22.95,SLA_VIOLATED,Standard,240.27,Latin America,Warehouse Stock Control,0.943,51,Payment Verification,Order Packing,10.0,True,Resource Shortage,unknown_inventory_bottleneck
CASE-00011,CUST-2178,2026-08-01T09:31:06.579988,Order Packing,4,2026-08-01T09:35:46.179988,2026-08-01T09:42:44.979988,11.63,4.66,6.98,COMPLETED,Standard,240.27,Latin America,Fulfillment Station Alpha,0.664,11,Inventory Check,Shipping Preparation,25.0,False,None,unknown_inventory_bottleneck
CASE-00011,CUST-2178,2026-08-01T09:43:03.774300,Shipping Preparation,5,2026-08-01T09:45:36.774300,2026-08-01T09:49:53.574300,6.83,2.55,4.28,COMPLETED,Standard,240.27,Latin America,Logistics Dispatch Hub,0.593,5,Order Packing,Shipment Dispatch,15.0,False,None,unknown_inventory_bottleneck
CASE-00011,CUST-2178,2026-08-01T09:50:43.145694,Shipment Dispatch,6,2026-08-01T09:53:59.945694,2026-08-01T10:02:32.345694,11.81,3.28,8.54,COMPLETED,Standard,240.27,Latin America,Carrier Transfer Ops,0.592,7,Shipping Preparation,,20.0,False,None,unknown_inventory_bottleneck
CASE-00012,CUST-3300,2026-08-01T08:42:40.541582,Order Received,1,2026-08-01T08:42:49.541582,2026-08-01T08:43:33.941582,0.89,0.15,0.74,COMPLETED,High,160.2,North America,Ingestion Gateway Team,0.533,1,,Payment Verification,5.0,False,None,unknown_inventory_bottleneck
CASE-00012,CUST-3300,2026-08-01T08:44:18.421254,Payment Verification,2,2026-08-01T08:46:55.621254,2026-08-01T08:51:16.621254,6.97,2.62,4.35,COMPLETED,High,160.2,North America,Fraud & Finance Ops,0.607,5,Order Received,Inventory Check,15.0,False,None,unknown_inventory_bottleneck
CASE-00012,CUST-3300,2026-08-01T08:52:02.455512,Inventory Check,3,2026-08-01T09:15:07.255512,2026-08-01T09:36:20.455512,44.31,23.08,21.22,SLA_VIOLATED,High,160.2,North America,Warehouse Stock Control,0.91,72,Payment Verification,Order Packing,10.0,True,Resource Shortage,unknown_inventory_bottleneck
CASE-00012,CUST-3300,2026-08-01T09:36:35.198592,Order Packing,4,2026-08-01T09:41:27.998592,2026-08-01T09:51:56.798592,15.36,4.88,10.48,COMPLETED,High,160.2,North America,Fulfillment Station Alpha,0.668,13,Inventory Check,Shipping Preparation,25.0,False,None,unknown_inventory_bottleneck
CASE-00012,CUST-3300,2026-08-01T09:52:51.207831,Shipping Preparation,5,2026-08-01T09:53:12.807831,2026-08-01T09:57:38.007831,4.78,0.36,4.42,COMPLETED,High,160.2,North America,Logistics Dispatch Hub,0.617,1,Order Packing,Shipment Dispatch,15.0,False,None,unknown_inventory_bottleneck
CASE-00012,CUST-3300,2026-08-01T09:58:28.670531,Shipment Dispatch,6,2026-08-01T10:01:04.670531,2026-08-01T10:05:53.870531,7.42,2.6,4.82,COMPLETED,High,160.2,North America,Carrier Transfer Ops,0.43,8,Shipping Preparation,,20.0,False,None,unknown_inventory_bottleneck
CASE-00013,CUST-3853,2026-08-01T08:46:16.495795,Order Received,1,2026-08-01T08:46:57.895795,2026-08-01T08:47:47.695795,1.52,0.69,0.83,COMPLETED,Standard,160.55,Latin America,Ingestion Gateway Team,0.373,2,,Payment Verification,5.0,False,None,unknown_inventory_bottleneck
CASE-00013,CUST-3853,2026-08-01T08:48:16.632075,Payment Verification,2,2026-08-01T08:52:38.832075,2026-08-01T08:58:22.632075,10.09,4.37,5.73,COMPLETED,Standard,160.55,Latin America,Fraud & Finance Ops,0.506,9,Order Received,Inventory Check,15.0,False,None,unknown_inventory_bottleneck
CASE-00013,CUST-3853,2026-08-01T08:58:52.037158,Inventory Check,3,2026-08-01T09:24:02.837158,2026-08-01T09:40:59.237158,42.12,25.18,16.94,SLA_VIOLATED,Standard,160.55,Latin America,Warehouse Stock Control,0.955,60,Payment Verification,Order Packing,10.0,True,Resource Shortage,unknown_inventory_bottleneck
CASE-00013,CUST-3853,2026-08-01T09:41:56.917756,Order Packing,4,2026-08-01T09:47:35.317756,2026-08-01T09:55:02.917756,13.1,5.64,7.46,COMPLETED,Standard,160.55,Latin America,Fulfillment Station Alpha,0.561,12,Inventory Check,Shipping Preparation,25.0,False,None,unknown_inventory_bottleneck
CASE-00013,CUST-3853,2026-08-01T09:55:46.167413,Shipping Preparation,5,2026-08-01T09:56:59.967413,2026-08-01T10:01:02.967413,5.28,1.23,4.05,COMPLETED,Standard,160.55,Latin America,Logistics Dispatch Hub,0.493,3,Order Packing,Shipment Dispatch,15.0,False,None,unknown_inventory_bottleneck
CASE-00013,CUST-3853,2026-08-01T10:01:54.844585,Shipment Dispatch,6,2026-08-01T10:06:35.044585,2026-08-01T10:10:18.244585,8.39,4.67,3.72,COMPLETED,Standard,160.55,Latin America,Carrier Transfer Ops,0.508,14,Shipping Preparation,,20.0,False,None,unknown_inventory_bottleneck
CASE-00014,CUST-7151,2026-08-01T08:53:22.473802,Order Received,1,2026-08-01T08:53:46.473802,2026-08-01T08:54:50.073802,1.46,0.4,1.06,COMPLETED,Standard,28.09,North America,Ingestion Gateway Team,0.382,1,,Payment Verification,5.0,False,None,unknown_inventory_bottleneck
CASE-00014,CUST-7151,2026-08-01T08:55:38.310502,Payment Verification,2,2026-08-01T08:57:33.510502,2026-08-01T08:59:57.510502,4.32,1.92,2.4,COMPLETED,Standard,28.09,North America,Fraud & Finance Ops,0.651,4,Order Received,Inventory Check,15.0,False,None,unknown_inventory_bottleneck
CASE-00014,CUST-7151,2026-08-01T09:00:28.788436,Inventory Check,3,2026-08-01T09:27:10.788436,2026-08-01T09:41:53.388436,41.41,26.7,14.71,SLA_VIOLATED,Standard,28.09,North America,Warehouse Stock Control,0.969,63,Payment Verification,Order Packing,10.0,True,System Delay,unknown_inventory_bottleneck
CASE-00014,CUST-7151,2026-08-01T09:42:09.430621,Order Packing,4,2026-08-01T09:42:15.430621,2026-08-01T09:55:35.230621,13.43,0.1,13.33,COMPLETED,Standard,28.09,North America,Fulfillment Station Alpha,0.683,1,Inventory Check,Shipping Preparation,25.0,False,None,unknown_inventory_bottleneck
CASE-00014,CUST-7151,2026-08-01T09:56:06.646247,Shipping Preparation,5,2026-08-01T09:58:58.246247,2026-08-01T10:06:10.846247,10.07,2.86,7.21,COMPLETED,Standard,28.09,North America,Logistics Dispatch Hub,0.453,8,Order Packing,Shipment Dispatch,15.0,False,None,unknown_inventory_bottleneck
CASE-00014,CUST-7151,2026-08-01T10:07:02.279334,Shipment Dispatch,6,2026-08-01T10:10:35.879334,2026-08-01T10:17:14.879334,10.21,3.56,6.65,COMPLETED,Standard,28.09,North America,Carrier Transfer Ops,0.557,9,Shipping Preparation,,20.0,False,None,unknown_inventory_bottleneck
CASE-00015,CUST-4867,2026-08-01T08:55:42.238029,Order Received,1,2026-08-01T08:56:53.638029,2026-08-01T08:57:14.038029,1.53,1.19,0.34,COMPLETED,Urgent,648.72,Europe,Ingestion Gateway Team,0.394,3,,Payment Verification,5.0,False,None,unknown_inventory_bottleneck
CASE-00015,CUST-4867,2026-08-01T08:57:54.653435,Payment Verification,2,2026-08-01T08:59:58.253435,2026-08-01T09:03:25.853435,5.52,2.06,3.46,COMPLETED,Urgent,648.72,Europe,Fraud & Finance Ops,0.653,6,Order Received,Inventory Check,15.0,False,None,unknown_inventory_bottleneck
CASE-00015,CUST-4867,2026-08-01T09:03:44.982714,Inventory Check,3,2026-08-01T09:28:39.582714,2026-08-01T09:50:31.782714,46.78,24.91,21.87,SLA_VIOLATED,Urgent,648.72,Europe,Warehouse Stock Control,0.914,71,Payment Verification,Order Packing,10.0,True,System Delay,unknown_inventory_bottleneck
CASE-00015,CUST-4867,2026-08-01T09:51:25.054084,Order Packing,4,2026-08-01T09:55:32.254084,2026-08-01T10:01:07.054084,9.71,4.12,5.58,COMPLETED,Urgent,648.72,Europe,Fulfillment Station Alpha,0.734,12,Inventory Check,Shipping Preparation,25.0,False,None,unknown_inventory_bottleneck
