case_id,customer_id,timestamp,stage,stage_order,stage_start_time,stage_end_time,duration,queue_time,processing_time,status,priority,order_value,region,employee_team,resource_utilization,queue_length,previous_stage,next_stage,sla_target,sla_violation,delay_cause,scenario
CASE-00002,CUST-4514,2026-08-01T09:18:37.276990,Shipping Preparation,5,2026-08-01T09:21:02.476990,2026-08-01T09:25:18.676990,6.69,2.42,4.27,COMPLETED,High,108.7,Europe,Logistics Dispatch Hub,0.64,5,Order Packing,Shipment Dispatch,15.0,False,None,payment_verification_bottleneck
CASE-00002,CUST-4514,2026-08-01T09:25:52.810718,Shipment Dispatch,6,2026-08-01T09:26:51.610718,2026-08-01T09:36:04.810718,10.2,0.98,9.22,COMPLETED,High,108.7,Europe,Carrier Transfer Ops,0.424,1,Shipping Preparation,,20.0,False,None,payment_verification_bottleneck
CASE-00003,CUST-4479,2026-08-01T08:12:36.586260,Order Received,1,2026-08-01T08:13:19.186260,2026-08-01T08:15:16.186260,2.66,0.71,1.95,COMPLETED,Urgent,930.07,Asia-Pacific,Ingestion Gateway Team,0.392,1,,Payment Verification,5.0,False,None,payment_verification_bottleneck
CASE-00003,CUST-4479,2026-08-01T08:15:53.608183,Payment Verification,2,2026-08-01T08:44:05.608183,2026-08-01T08:58:56.008183,43.04,28.2,14.84,SLA_VIOLATED,Urgent,930.07,Asia-Pacific,Fraud & Finance Ops,0.956,70,Order Received,Inventory Check,15.0,True,High Queue,payment_verification_bottleneck
CASE-00003,CUST-4479,2026-08-01T08:59:54.825517,Inventory Check,3,2026-08-01T09:01:26.025517,2026-08-01T09:03:45.825517,3.85,1.52,2.33,COMPLETED,Urgent,930.07,Asia-Pacific,Warehouse Stock Control,0.446,2,Payment Verification,Order Packing,10.0,False,None,payment_verification_bottleneck
CASE-00003,CUST-4479,2026-08-01T09:04:41.216142,Order Packing,4,2026-08-01T09:05:40.016142,2026-08-01T09:14:43.616142,10.04,0.98,9.06,COMPLETED,Urgent,930.07,Asia-Pacific,Fulfillment Station Alpha,0.676,2,Inventory Check,Shipping Preparation,25.0,False,None,payment_verification_bottleneck
CASE-00003,CUST-4479,2026-08-01T09:14:56.251711,Shipping Preparation,5,2026-08-01T09:15:32.851711,2026-08-01T09:18:49.651711,3.89,0.61,3.28,COMPLETED,Urgent,930.07,Asia-Pacific,Logistics Dispatch Hub,0.56,1,Order Packing,Shipment Dispatch,15.0,False,None,payment_verification_bottleneck
CASE-00003,CUST-4479,2026-08-01T09:19:34.065096,Shipment Dispatch,6,2026-08-01T09:22:26.865096,2026-08-01T09:26:18.465096,6.74,2.88,3.86,COMPLETED,Urgent,930.07,Asia-Pacific,Carrier Transfer Ops,0.482,6,Shipping Preparation,,20.0,False,None,payment_verification_bottleneck
CASE-00004,CUST-4166,2026-08-01T08:14:40.855199,Order Received,1,2026-08-01T08:15:06.655199,2026-08-01T08:16:33.055199,1.88,0.43,1.44,COMPLETED,Standard,253.21,Europe,Ingestion Gateway Team,0.497,1,,Payment Verification,5.0,False,None,payment_verification_bottleneck
CASE-00004,CUST-4166,2026-08-01T08:17:18.702599,Payment Verification,2,2026-08-01T08:40:15.102599,2026-08-01T09:04:36.102599,47.29,22.94,24.35,SLA_VIOLATED,Standard,253.21,Europe,Fraud & Finance Ops,0.971,65,Order Received,Inventory Check,15.0,True,Resource Shortage,payment_verification_bottleneck
CASE-00004,CUST-4166,2026-08-01T09:05:07.048635,Inventory Check,3,2026-08-01T09:07:00.448635,2026-08-01T09:09:35.848635,4.48,1.89,2.59,COMPLETED,Standard,253.21,Europe,Warehouse Stock Control,0.569,4,Payment Verification,Order Packing,10.0,False,None,payment_verification_bottleneck
CASE-00004,CUST-4166,2026-08-01T09:10:08.823681,Order Packing,4,2026-08-01T09:12:22.623681,2026-08-01T09:20:17.223681,10.14,2.23,7.91,COMPLETED,Standard,253.21,Europe,Fulfillment Station Alpha,0.681,5,Inventory Check,Shipping Preparation,25.0,False,None,payment_verification_bottleneck
CASE-00004,CUST-4166,2026-08-01T09:21:00.797266,Shipping Preparation,5,2026-08-01T09:21:54.197266,2026-08-01T09:24:24.797266,3.4,0.89,2.51,COMPLETED,Standard,253.21,Europe,Logistics Dispatch Hub,0.489,2,Order Packing,Shipment Dispatch,15.0,False,None,payment_verification_bottleneck
CASE-00004,CUST-4166,2026-08-01T09:24:37.915930,Shipment Dispatch,6,2026-08-01T09:29:46.315930,2026-08-01T09:40:09.115930,15.53,5.14,10.38,COMPLETED,Standard,253.21,Europe,Carrier Transfer Ops,0.415,15,Shipping Preparation,,20.0,False,None,payment_verification_bottleneck
CASE-00005,CUST-7004,2026-08-01T08:19:58.898321,Order Received,1,2026-08-01T08:20:34.898321,2026-08-01T08:21:57.698321,1.98,0.6,1.38,COMPLETED,Standard,47.29,Europe,Ingestion Gateway Team,0.403,1,,Payment Verification,5.0,False,None,payment_verification_bottleneck
CASE-00005,CUST-7004,2026-08-01T08:22:37.520002,Payment Verification,2,2026-08-01T08:46:56.120002,2026-08-01T09:10:22.520002,47.75,24.31,23.44,SLA_VIOLATED,Standard,47.29,Europe,Fraud & Finance Ops,0.885,73,Order Received,Inventory Check,15.0,True,High Queue,payment_verification_bottleneck
CASE-00005,CUST-7004,2026-08-01T09:10:47.788221,Inventory Check,3,2026-08-01T09:11:51.988221,2026-08-01T09:16:11.788221,5.4,1.07,4.33,COMPLETED,Standard,47.29,Europe,Warehouse Stock Control,0.599,2,Payment Verification,Order Packing,10.0,False,None,payment_verification_bottleneck
CASE-00005,CUST-7004,2026-08-01T09:17:08.355330,Order Packing,4,2026-08-01T09:21:55.755330,2026-08-01T09:33:57.555330,16.83,4.79,12.03,COMPLETED,Standard,47.29,Europe,Fulfillment Station Alpha,0.659,10,Inventory Check,Shipping Preparation,25.0,False,None,payment_verification_bottleneck
CASE-00005,CUST-7004,2026-08-01T09:34:40.621577,Shipping Preparation,5,2026-08-01T09:36:41.821577,2026-08-01T09:44:29.221577,9.81,2.02,7.79,COMPLETED,Standard,47.29,Europe,Logistics Dispatch Hub,0.552,4,Order Packing,Shipment Dispatch,15.0,False,None,payment_verification_bottleneck
CASE-00005,CUST-7004,2026-08-01T09:45:16.477356,Shipment Dispatch,6,2026-08-01T09:47:39.277356,2026-08-01T09:55:15.877356,9.99,2.38,7.61,COMPLETED,Standard,47.29,Europe,Carrier Transfer Ops,0.461,6,Shipping Preparation,,20.0,False,None,payment_verification_bottleneck
CASE-00006,CUST-7617,2026-08-01T08:21:46.134496,Order Received,1,2026-08-01T08:22:21.534496,2026-08-01T08:23:39.534496,1.9,0.59,1.3,COMPLETED,Standard,109.35,Latin America,Ingestion Gateway Team,0.528,1,,Payment Verification,5.0,False,None,payment_verification_bottleneck
CASE-00006,CUST-7617,2026-08-01T08:24:35.500602,Payment Verification,2,2026-08-01T08:48:15.700602,2026-08-01T09:02:15.100602,37.66,23.67,13.99,SLA_VIOLATED,Standard,109.35,Latin America,Fraud & Finance Ops,0.88,50,Order Received,Inventory Check,15.0,True,High Queue,payment_verification_bottleneck
CASE-00006,CUST-7617,2026-08-01T09:03:11.787614,Inventory Check,3,2026-08-01T09:04:54.387614,2026-08-01T09:08:36.387614,5.4,1.71,3.7,COMPLETED,Standard,109.35,Latin America,Warehouse Stock Control,0.521,4,Payment Verification,Order Packing,10.0,False,None,payment_verification_bottleneck
CASE-00006,CUST-7617,2026-08-01T09:09:03.434601,Order Packing,4,2026-08-01T09:16:18.434601,2026-08-01T09:22:29.234601,13.43,7.25,6.18,COMPLETED,Standard,109.35,Latin America,Fulfillment Station Alpha,0.711,14,Inventory Check,Shipping Preparation,25.0,False,None,payment_verification_bottleneck
CASE-00006,CUST-7617,2026-08-01T09:23:16.301727,Shipping Preparation,5,2026-08-01T09:24:09.101727,2026-08-01T09:28:19.301727,5.05,0.88,4.17,COMPLETED,Standard,109.35,Latin America,Logistics Dispatch Hub,0.576,1,Order Packing,Shipment Dispatch,15.0,False,None,payment_verification_bottleneck
CASE-00006,CUST-7617,2026-08-01T09:29:11.552159,Shipment Dispatch,6,2026-08-01T09:29:55.352159,2026-08-01T09:37:49.352159,8.63,0.73,7.9,COMPLETED,Standard,109.35,Latin America,Carrier Transfer Ops,0.485,1,Shipping Preparation,,20.0,False,None,payment_verification_bottleneck
CASE-00007,CUST-5985,2026-08-01T08:24:38.380764,Order Received,1,2026-08-01T08:25:44.980764,2026-08-01T08:27:40.180764,3.03,1.11,1.92,COMPLETED,Standard,19.99,Europe,Ingestion Gateway Team,0.44,3,,Payment Verification,5.0,False,None,payment_verification_bottleneck
CASE-00007,CUST-5985,2026-08-01T08:28:27.344193,Payment Verification,2,2026-08-01T08:49:07.544193,2026-08-01T09:08:29.144193,40.03,20.67,19.36,SLA_VIOLATED,Standard,19.99,Europe,Fraud & Finance Ops,0.928,55,Order Received,Inventory Check,15.0,True,Resource Shortage,payment_verification_bottleneck
CASE-00007,CUST-5985,2026-08-01T09:08:58.864452,Inventory Check,3,2026-08-01T09:09:54.664452,2026-08-01T09:11:48.664452,2.83,0.93,1.9,COMPLETED,Standard,19.99,Europe,Warehouse Stock Control,0.518,1,Payment Verification,Order Packing,10.0,False,None,payment_verification_bottleneck
CASE-00007,CUST-5985,2026-08-01T09:12:47.101803,Order Packing,4,2026-08-01T09:15:42.901803,2026-08-01T09:27:32.701803,14.75,2.93,11.83,COMPLETED,Standard,19.99,Europe,Fulfillment Station Alpha,0.671,7,Inventory Check,Shipping Preparation,25.0,False,None,payment_verification_bottleneck
CASE-00007,CUST-5985,2026-08-01T09:28:22.773112,Shipping Preparation,5,2026-08-01T09:30:36.573112,2026-08-01T09:34:20.973112,5.97,2.23,3.74,COMPLETED,Standard,19.99,Europe,Logistics Dispatch Hub,0.501,4,Order Packing,Shipment Dispatch,15.0,False,None,payment_verification_bottleneck
CASE-00007,CUST-5985,2026-08-01T09:35:09.506724,Shipment Dispatch,6,2026-08-01T09:37:07.706724,2026-08-01T09:44:03.506724,8.9,1.97,6.93,COMPLETED,Standard,19.99,Europe,Carrier Transfer Ops,0.406,5,Shipping Preparation,,20.0,False,None,payment_verification_bottleneck
CASE-00008,CUST-6382,2026-08-01T08:29:24.175675,Order Received,1,2026-08-01T08:29:47.575675,2026-08-01T08:31:31.375675,2.12,0.39,1.73,COMPLETED,Standard,156.14,Asia-Pacific,Ingestion Gateway Team,0.465,1,,Payment Verification,5.0,False,None,payment_verification_bottleneck
CASE-00008,CUST-6382,2026-08-01T08:32:24.840511,Payment Verification,2,2026-08-01T08:36:00.240511,2026-08-01T08:42:36.840511,10.2,3.59,6.61,COMPLETED,Standard,156.14,Asia-Pacific,Fraud & Finance Ops,0.557,7,Order Received,Inventory Check,15.0,False,None,payment_verification_bottleneck
CASE-00008,CUST-6382,2026-08-01T08:43:28.483901,Inventory Check,3,2026-08-01T08:44:02.683901,2026-08-01T08:47:59.083901,4.51,0.57,3.94,COMPLETED,Standard,156.14,Asia-Pacific,Warehouse Stock Control,0.403,1,Payment Verification,Order Packing,10.0,False,None,payment_verification_bottleneck
CASE-00008,CUST-6382,2026-08-01T08:48:29.942468,Order Packing,4,2026-08-01T08:53:12.542468,2026-08-01T09:03:28.742468,14.98,4.71,10.27,COMPLETED,Standard,156.14,Asia-Pacific,Fulfillment Station Alpha,0.701,12,Inventory Check,Shipping Preparation,25.0,False,None,payment_verification_bottleneck
CASE-00008,CUST-6382,2026-08-01T09:04:20.355410,Shipping Preparation,5,2026-08-01T09:05:35.955410,2026-08-01T09:11:22.155410,7.03,1.26,5.77,COMPLETED,Standard,156.14,Asia-Pacific,Logistics Dispatch Hub,0.56,2,Order Packing,Shipment Dispatch,15.0,False,None,payment_verification_bottleneck
CASE-00008,CUST-6382,2026-08-01T09:11:37.607926,Shipment Dispatch,6,2026-08-01T09:14:14.207926,2026-08-01T09:19:28.007926,7.84,2.61,5.23,COMPLETED,Standard,156.14,Asia-Pacific,Carrier Transfer Ops,0.515,5,Shipping Preparation,,20.0,False,None,payment_verification_bottleneck
CASE-00009,CUST-7214,2026-08-01T08:34:21.175586,Order Received,1,2026-08-01T08:34:27.175586,2026-08-01T08:34:57.175586,0.6,0.1,0.5,COMPLETED,Standard,179.63,Europe,Ingestion Gateway Team,0.499,1,,Payment Verification,5.0,False,None,payment_verification_bottleneck
CASE-00009,CUST-7214,2026-08-01T08:35:27.414130,Payment Verification,2,2026-08-01T08:37:02.814130,2026-08-01T08:41:00.414130,5.56,1.59,3.96,COMPLETED,Standard,179.63,Europe,Fraud & Finance Ops,0.524,4,Order Received,Inventory Check,15.0,False,None,payment_verification_bottleneck
CASE-00009,CUST-7214,2026-08-01T08:41:21.184703,Inventory Check,3,2026-08-01T08:43:48.784703,2026-08-01T08:48:01.984703,6.68,2.46,4.22,COMPLETED,Standard,179.63,Europe,Warehouse Stock Control,0.489,6,Payment Verification,Order Packing,10.0,False,None,payment_verification_bottleneck
CASE-00009,CUST-7214,2026-08-01T08:48:27.704032,Order Packing,4,2026-08-01T08:52:52.304032,2026-08-01T09:07:37.904032,19.16,4.41,14.76,COMPLETED,Standard,179.63,Europe,Fulfillment Station Alpha,0.714,9,Inventory Check,Shipping Preparation,25.0,False,None,payment_verification_bottleneck
CASE-00009,CUST-7214,2026-08-01T09:08:03.385674,Shipping Preparation,5,2026-08-01T09:10:47.785674,2026-08-01T09:14:35.785674,6.54,2.74,3.8,COMPLETED,Standard,179.63,Europe,Logistics Dispatch Hub,0.568,8,Order Packing,Shipment Dispatch,15.0,False,None,payment_verification_bottleneck
CASE-00009,CUST-7214,2026-08-01T09:15:35.709082,Shipment Dispatch,6,2026-08-01T09:16:47.109082,2026-08-01T09:22:10.509082,6.59,1.19,5.39,COMPLETED,Standard,179.63,Europe,Carrier Transfer Ops,0.564,3,Shipping Preparation,,20.0,False,None,payment_verification_bottleneck
CASE-00010,CUST-7628,2026-08-01T08:37:01.162923,Order Received,1,2026-08-01T08:37:49.762923,2026-08-01T08:39:10.762923,2.16,0.81,1.35,COMPLETED,Standard,73.49,Latin America,Ingestion Gateway Team,0.456,1,,Payment Verification,5.0,False,None,payment_verification_bottleneck
CASE-00010,CUST-7628,2026-08-01T08:39:28.665526,Payment Verification,2,2026-08-01T09:14:50.865526,2026-08-01T09:28:34.065526,49.09,35.37,13.72,SLA_VIOLATED,Standard,73.49,Latin America,Fraud & Finance Ops,0.933,98,Order Received,Inventory Check,15.0,True,Manual Processing,payment_verification_bottleneck
CASE-00010,CUST-7628,2026-08-01T09:29:20.033363,Inventory Check,3,2026-08-01T09:30:11.033363,2026-08-01T09:33:41.033363,4.35,0.85,3.5,COMPLETED,Standard,73.49,Latin America,Warehouse Stock Control,0.577,1,Payment Verification,Order Packing,10.0,False,None,payment_verification_bottleneck
CASE-00010,CUST-7628,2026-08-01T09:34:13.702662,Order Packing,4,2026-08-01T09:40:38.302662,2026-08-01T09:51:19.702662,17.1,6.41,10.69,COMPLETED,Standard,73.49,Latin America,Fulfillment Station Alpha,0.687,15,Inventory Check,Shipping Preparation,25.0,False,None,payment_verification_bottleneck
CASE-00010,CUST-7628,2026-08-01T09:51:52.977772,Shipping Preparation,5,2026-08-01T09:53:45.777772,2026-08-01T09:56:44.577772,4.86,1.88,2.98,COMPLETED,Standard,73.49,Latin America,Logistics Dispatch Hub,0.537,4,Order Packing,Shipment Dispatch,15.0,False,None,payment_verification_bottleneck
CASE-00010,CUST-7628,2026-08-01T09:57:11.163936,Shipment Dispatch,6,2026-08-01T10:00:27.963936,2026-08-01T10:06:08.163936,8.95,3.28,5.67,COMPLETED,Standard,73.49,Latin America,Carrier Transfer Ops,0.482,9,Shipping Preparation,,20.0,False,None,payment_verification_bottleneck
CASE-00011,CUST-9766,2026-08-01T08:39:49.860253,Order Received,1,2026-08-01T08:40:34.860253,2026-08-01T08:42:04.860253,2.25,0.75,1.5,COMPLETED,Standard,108.21,North America,Ingestion Gateway Team,0.367,2,,Payment Verification,5.0,False,None,payment_verification_bottleneck
CASE-00011,CUST-9766,2026-08-01T08:42:29.794632,Payment Verification,2,2026-08-01T09:08:32.794632,2026-08-01T09:29:43.594632,47.22,26.05,21.18,SLA_VIOLATED,Standard,108.21,North America,Fraud & Finance Ops,0.895,76,Order Received,Inventory Check,15.0,True,High Queue,payment_verification_bottleneck
CASE-00011,CUST-9766,2026-08-01T09:29:55.644747,Inventory Check,3,2026-08-01T09:30:32.244747,2026-08-01T09:34:37.644747,4.71,0.61,4.09,COMPLETED,Standard,108.21,North America,Warehouse Stock Control,0.443,1,Payment Verification,Order Packing,10.0,False,None,payment_verification_bottleneck
CASE-00011,CUST-9766,2026-08-01T09:35:30.868342,Order Packing,4,2026-08-01T09:43:14.068342,2026-08-01T09:55:59.668342,20.48,7.72,12.76,COMPLETED,Standard,108.21,North America,Fulfillment Station Alpha,0.686,18,Inventory Check,Shipping Preparation,25.0,False,None,payment_verification_bottleneck
CASE-00011,CUST-9766,2026-08-01T09:56:30.726365,Shipping Preparation,5,2026-08-01T09:59:35.526365,2026-08-01T10:07:13.326365,10.71,3.08,7.63,COMPLETED,Standard,108.21,North America,Logistics Dispatch Hub,0.515,7,Order Packing,Shipment Dispatch,15.0,False,None,payment_verification_bottleneck
CASE-00011,CUST-9766,2026-08-01T10:07:58.528082,Shipment Dispatch,6,2026-08-01T10:10:02.728082,2026-08-01T10:17:16.528082,9.3,2.07,7.23,COMPLETED,Standard,108.21,North America,Carrier Transfer Ops,0.569,5,Shipping Preparation,,20.0,False,None,payment_verification_bottleneck
CASE-00012,CUST-6891,2026-08-01T08:42:55.308204,Order Received,1,2026-08-01T08:43:01.308204,2026-08-01T08:44:12.108204,1.28,0.1,1.18,COMPLETED,Standard,67.03,North America,Ingestion Gateway Team,0.387,1,,Payment Verification,5.0,False,None,payment_verification_bottleneck
CASE-00012,CUST-6891,2026-08-01T08:45:09.088441,Payment Verification,2,2026-08-01T09:03:51.688441,2026-08-01T09:19:35.488441,34.44,18.71,15.73,SLA_VIOLATED,Standard,67.03,North America,Fraud & Finance Ops,0.968,43,Order Received,Inventory Check,15.0,True,Resource Shortage,payment_verification_bottleneck
CASE-00012,CUST-6891,2026-08-01T09:20:01.613551,Inventory Check,3,2026-08-01T09:20:34.013551,2026-08-01T09:21:59.813551,1.97,0.54,1.43,COMPLETED,Standard,67.03,North America,Warehouse Stock Control,0.591,1,Payment Verification,Order Packing,10.0,False,None,payment_verification_bottleneck
CASE-00012,CUST-6891,2026-08-01T09:22:24.152497,Order Packing,4,2026-08-01T09:26:55.352497,2026-08-01T09:36:23.552497,13.99,4.52,9.47,COMPLETED,Standard,67.03,North America,Fulfillment Station Alpha,0.706,13,Inventory Check,Shipping Preparation,25.0,False,None,payment_verification_bottleneck
CASE-00012,CUST-6891,2026-08-01T09:37:19.499264,Shipping Preparation,5,2026-08-01T09:39:41.699264,2026-08-01T09:40:53.099264,3.56,2.37,1.19,COMPLETED,Standard,67.03,North America,Logistics Dispatch Hub,0.615,6,Order Packing,Shipment Dispatch,15.0,False,None,payment_verification_bottleneck
CASE-00012,CUST-6891,2026-08-01T09:41:21.196515,Shipment Dispatch,6,2026-08-01T09:45:02.596515,2026-08-01T09:52:44.596515,11.39,3.69,7.7,COMPLETED,Standard,67.03,North America,Carrier Transfer Ops,0.412,10,Shipping Preparation,,20.0,False,None,payment_verification_bottleneck
CASE-00013,CUST-1566,2026-08-01T08:46:19.940250,Order Received,1,2026-08-01T08:46:42.740250,2026-08-01T08:47:59.540250,1.66,0.38,1.28,COMPLETED,Standard,150.82,Latin America,Ingestion Gateway Team,0.396,1,,Payment Verification,5.0,False,None,payment_verification_bottleneck
CASE-00013,CUST-1566,2026-08-01T08:48:13.663374,Payment Verification,2,2026-08-01T09:21:20.863374,2026-08-01T09:43:49.063374,55.6,33.12,22.47,SLA_VIOLATED,Standard,150.82,Latin America,Fraud & Finance Ops,0.963,63,Order Received,Inventory Check,15.0,True,High Queue,payment_verification_bottleneck
CASE-00013,CUST-1566,2026-08-01T09:44:21.391304,Inventory Check,3,2026-08-01T09:46:18.391304,2026-08-01T09:49:23.191304,5.02,1.95,3.08,COMPLETED,Standard,150.82,Latin America,Warehouse Stock Control,0.516,3,Payment Verification,Order Packing,10.0,False,None,payment_verification_bottleneck
CASE-00013,CUST-1566,2026-08-01T09:50:20.283228,Order Packing,4,2026-08-01T09:50:29.283228,2026-08-01T09:55:20.883228,5.01,0.15,4.86,COMPLETED,Standard,150.82,Latin America,Fulfillment Station Alpha,0.749,1,Inventory Check,Shipping Preparation,25.0,False,None,payment_verification_bottleneck
CASE-00013,CUST-1566,2026-08-01T09:55:44.586754,Shipping Preparation,5,2026-08-01T09:58:49.386754,2026-08-01T10:03:14.586754,7.5,3.08,4.42,COMPLETED,Standard,150.82,Latin America,Logistics Dispatch Hub,0.573,5,Order Packing,Shipment Dispatch,15.0,False,None,payment_verification_bottleneck
CASE-00013,CUST-1566,2026-08-01T10:03:54.161219,Shipment Dispatch,6,2026-08-01T10:07:12.761219,2026-08-01T10:13:35.561219,9.69,3.31,6.38,COMPLETED,Standard,150.82,Latin America,Carrier Transfer Ops,0.46,6,Shipping Preparation,,20.0,False,None,payment_verification_bottleneck
CASE-00014,CUST-3470,2026-08-01T08:54:26.155317,Order Received,1,2026-08-01T08:55:01.555317,2026-08-01T08:56:18.355317,1.87,0.59,1.28,COMPLETED,Standard,45.89,Latin America,Ingestion Gateway Team,0.365,1,,Payment Verification,5.0,False,None,payment_verification_bottleneck
CASE-00014,CUST-3470,2026-08-01T08:56:46.656220,Payment Verification,2,2026-08-01T09:16:53.256220,2026-08-01T09:39:04.656220,42.3,20.11,22.19,SLA_VIOLATED,Standard,45.89,Latin America,Fraud & Finance Ops,0.882,57,Order Received,Inventory Check,15.0,True,Manual Processing,payment_verification_bottleneck
CASE-00014,CUST-3470,2026-08-01T09:39:30.548894,Inventory Check,3,2026-08-01T09:40:31.148894,2026-08-01T09:44:08.348894,4.63,1.01,3.62,COMPLETED,Standard,45.89,Latin America,Warehouse Stock Control,0.527,2,Payment Verification,Order Packing,10.0,False,None,payment_verification_bottleneck
CASE-00014,CUST-3470,2026-08-01T09:44:47.142923,Order Packing,4,2026-08-01T09:48:08.142923,2026-08-01T09:58:41.142923,13.9,3.35,10.55,COMPLETED,Standard,45.89,Latin America,Fulfillment Station Alpha,0.634,7,Inventory Check,Shipping Preparation,25.0,False,None,payment_verification_bottleneck
CASE-00014,CUST-3470,2026-08-01T09:59:30.497475,Shipping Preparation,5,2026-08-01T10:01:50.297475,2026-08-01T10:08:14.897475,8.74,2.33,6.41,COMPLETED,Standard,45.89,Latin America,Logistics Dispatch Hub,0.542,4,Order Packing,Shipment Dispatch,15.0,False,None,payment_verification_bottleneck
CASE-00014,CUST-3470,2026-08-01T10:08:43.393906,Shipment Dispatch,6,2026-08-01T10:14:33.193906,2026-08-01T10:21:37.993906,12.91,5.83,7.08,COMPLETED,Standard,45.89,Latin America,Carrier Transfer Ops,0.407,15,Shipping Preparation,,20.0,False,None,payment_verification_bottleneck
CASE-00015,CUST-6943,2026-08-01T08:53:47.808436,Order Received,1,2026-08-01T08:54:53.208436,2026-08-01T08:56:34.608436,2.78,1.09,1.69,COMPLETED,Standard,342.14,Latin America,Ingestion Gateway Team,0.516,2,,Payment Verification,5.0,False,None,payment_verification_bottleneck
CASE-00015,CUST-6943,2026-08-01T08:57:00.197173,Payment Verification,2,2026-08-01T09:21:14.597173,2026-08-01T09:39:13.397173,42.22,24.24,17.98,SLA_VIOLATED,Standard,342.14,Latin America,Fraud & Finance Ops,0.987,48,Order Received,Inventory Check,15.0,True,Resource Shortage,payment_verification_bottleneck
CASE-00015,CUST-6943,2026-08-01T09:39:49.703082,Inventory Check,3,2026-08-01T09:41:20.903082,2026-08-01T09:43:54.503082,4.08,1.52,2.56,COMPLETED,Standard,342.14,Latin America,Warehouse Stock Control,0.428,4,Payment Verification,Order Packing,10.0,False,None,payment_verification_bottleneck
CASE-00015,CUST-6943,2026-08-01T09:44:43.233365,Order Packing,4,2026-08-01T09:49:28.833365,2026-08-01T09:57:25.233365,12.7,4.76,7.94,COMPLETED,Standard,342.14,Latin America,Fulfillment Station Alpha,0.605,9,Inventory Check,Shipping Preparation,25.0,False,None,payment_verification_bottleneck
