case_id,customer_id,timestamp,stage,stage_order,stage_start_time,stage_end_time,duration,queue_time,processing_time,status,priority,order_value,region,employee_team,resource_utilization,queue_length,previous_stage,next_stage,sla_target,sla_violation,delay_cause,scenario
CASE-00004,CUST-9568,2026-08-01T08:17:08.290143,Order Received,1,2026-08-01T08:17:19.690143,2026-08-01T08:19:10.090143,2.03,0.19,1.84,COMPLETED,High,87.69,Europe,Ingestion Gateway Team,0.383,1,,Payment Verification,5.0,False,None,packing_bottleneck
CASE-00004,CUST-9568,2026-08-01T08:19:44.735439,Payment Verification,2,2026-08-01T08:22:30.935439,2026-08-01T08:27:50.135439,8.09,2.77,5.32,COMPLETED,High,87.69,Europe,Fraud & Finance Ops,0.673,7,Order Received,Inventory Check,15.0,False,None,packing_bottleneck
CASE-00004,CUST-9568,2026-08-01T08:28:11.364284,Inventory Check,3,2026-08-01T08:29:01.164284,2026-08-01T08:32:41.964284,4.51,0.83,3.68,COMPLETED,High,87.69,Europe,Warehouse Stock Control,0.585,1,Payment Verification,Order Packing,10.0,False,None,packing_bottleneck
CASE-00004,CUST-9568,2026-08-01T08:33:06.272005,Order Packing,4,2026-08-01T09:03:16.472005,2026-08-01T09:24:36.272005,51.5,30.17,21.33,SLA_VIOLATED,High,87.69,Europe,Fulfillment Station Alpha,0.921,74,Inventory Check,Shipping Preparation,25.0,True,Resource Shortage,packing_bottleneck
CASE-00004,CUST-9568,2026-08-01T09:25:31.161794,Shipping Preparation,5,2026-08-01T09:26:42.561794,2026-08-01T09:29:42.561794,4.19,1.19,3.0,COMPLETED,High,87.69,Europe,Logistics Dispatch Hub,0.627,2,Order Packing,Shipment Dispatch,15.0,False,None,packing_bottleneck
CASE-00004,CUST-9568,2026-08-01T09:29:55.202644,Shipment Dispatch,6,2026-08-01T09:31:22.802644,2026-08-01T09:38:52.202644,8.94,1.46,7.49,COMPLETED,High,87.69,Europe,Carrier Transfer Ops,0.573,3,Shipping Preparation,,20.0,False,None,packing_bottleneck
CASE-00005,CUST-3103,2026-08-01T08:17:59.984690,Order Received,1,2026-08-01T08:18:07.784690,2026-08-01T08:18:31.784690,0.52,0.13,0.4,COMPLETED,Standard,25.12,Latin America,Ingestion Gateway Team,0.49,1,,Payment Verification,5.0,False,None,packing_bottleneck
CASE-00005,CUST-3103,2026-08-01T08:18:59.989425,Payment Verification,2,2026-08-01T08:23:23.989425,2026-08-01T08:29:26.389425,10.44,4.4,6.04,COMPLETED,Standard,25.12,Latin America,Fraud & Finance Ops,0.532,11,Order Received,Inventory Check,15.0,False,None,packing_bottleneck
CASE-00005,CUST-3103,2026-08-01T08:29:46.551709,Inventory Check,3,2026-08-01T08:32:00.951709,2026-08-01T08:35:23.751709,5.62,2.24,3.38,COMPLETED,Standard,25.12,Latin America,Warehouse Stock Control,0.583,6,Payment Verification,Order Packing,10.0,False,None,packing_bottleneck
CASE-00005,CUST-3103,2026-08-01T08:36:01.325953,Order Packing,4,2026-08-01T09:05:07.925953,2026-08-01T09:37:09.725953,61.14,29.11,32.03,SLA_VIOLATED,Standard,25.12,Latin America,Fulfillment Station Alpha,0.938,81,Inventory Check,Shipping Preparation,25.0,True,High Queue,packing_bottleneck
CASE-00005,CUST-3103,2026-08-01T09:38:01.123949,Shipping Preparation,5,2026-08-01T09:39:29.323949,2026-08-01T09:44:15.523949,6.24,1.47,4.77,COMPLETED,Standard,25.12,Latin America,Logistics Dispatch Hub,0.487,4,Order Packing,Shipment Dispatch,15.0,False,None,packing_bottleneck
CASE-00005,CUST-3103,2026-08-01T09:44:58.809344,Shipment Dispatch,6,2026-08-01T09:48:35.409344,2026-08-01T09:56:10.809344,11.2,3.61,7.59,COMPLETED,Standard,25.12,Latin America,Carrier Transfer Ops,0.572,7,Shipping Preparation,,20.0,False,None,packing_bottleneck
CASE-00006,CUST-1602,2026-08-01T08:21:54.686680,Order Received,1,2026-08-01T08:22:00.686680,2026-08-01T08:22:25.286680,0.51,0.1,0.41,COMPLETED,High,340.78,Europe,Ingestion Gateway Team,0.371,1,,Payment Verification,5.0,False,None,packing_bottleneck
CASE-00006,CUST-1602,2026-08-01T08:23:15.921325,Payment Verification,2,2026-08-01T08:24:57.321325,2026-08-01T08:28:54.321325,5.64,1.69,3.95,COMPLETED,High,340.78,Europe,Fraud & Finance Ops,0.628,4,Order Received,Inventory Check,15.0,False,None,packing_bottleneck
CASE-00006,CUST-1602,2026-08-01T08:29:48.698601,Inventory Check,3,2026-08-01T08:30:44.498601,2026-08-01T08:35:04.898601,5.27,0.93,4.34,COMPLETED,High,340.78,Europe,Warehouse Stock Control,0.506,1,Payment Verification,Order Packing,10.0,False,None,packing_bottleneck
CASE-00006,CUST-1602,2026-08-01T08:35:30.071024,Order Packing,4,2026-08-01T09:08:24.071024,2026-08-01T09:32:34.871024,57.08,32.9,24.18,SLA_VIOLATED,High,340.78,Europe,Fulfillment Station Alpha,0.915,63,Inventory Check,Shipping Preparation,25.0,True,High Queue,packing_bottleneck
CASE-00006,CUST-1602,2026-08-01T09:33:06.121705,Shipping Preparation,5,2026-08-01T09:34:03.121705,2026-08-01T09:36:48.721705,3.71,0.95,2.76,COMPLETED,High,340.78,Europe,Logistics Dispatch Hub,0.48,2,Order Packing,Shipment Dispatch,15.0,False,None,packing_bottleneck
CASE-00006,CUST-1602,2026-08-01T09:37:47.988243,Shipment Dispatch,6,2026-08-01T09:39:34.188243,2026-08-01T09:46:58.188243,9.17,1.77,7.4,COMPLETED,High,340.78,Europe,Carrier Transfer Ops,0.421,4,Shipping Preparation,,20.0,False,None,packing_bottleneck
CASE-00007,CUST-9065,2026-08-01T08:28:42.603069,Order Received,1,2026-08-01T08:28:54.003069,2026-08-01T08:30:57.603069,2.25,0.19,2.06,COMPLETED,Urgent,261.41,Asia-Pacific,Ingestion Gateway Team,0.487,1,,Payment Verification,5.0,False,None,packing_bottleneck
CASE-00007,CUST-9065,2026-08-01T08:31:27.721211,Payment Verification,2,2026-08-01T08:33:07.321211,2026-08-01T08:36:10.321211,4.7,1.66,3.05,COMPLETED,Urgent,261.41,Asia-Pacific,Fraud & Finance Ops,0.665,4,Order Received,Inventory Check,15.0,False,None,packing_bottleneck
CASE-00007,CUST-9065,2026-08-01T08:36:23.020035,Inventory Check,3,2026-08-01T08:36:29.020035,2026-08-01T08:38:49.420035,2.44,0.1,2.34,COMPLETED,Urgent,261.41,Asia-Pacific,Warehouse Stock Control,0.462,1,Payment Verification,Order Packing,10.0,False,None,packing_bottleneck
CASE-00007,CUST-9065,2026-08-01T08:39:13.397079,Order Packing,4,2026-08-01T09:18:04.397079,2026-08-01T09:33:52.997079,54.66,38.85,15.81,SLA_VIOLATED,Urgent,261.41,Asia-Pacific,Fulfillment Station Alpha,0.962,111,Inventory Check,Shipping Preparation,25.0,True,External Dependency,packing_bottleneck
CASE-00007,CUST-9065,2026-08-01T09:34:43.484973,Shipping Preparation,5,2026-08-01T09:36:23.684973,2026-08-01T09:39:18.884973,4.59,1.67,2.92,COMPLETED,Urgent,261.41,Asia-Pacific,Logistics Dispatch Hub,0.511,4,Order Packing,Shipment Dispatch,15.0,False,None,packing_bottleneck
CASE-00007,CUST-9065,2026-08-01T09:39:46.317052,Shipment Dispatch,6,2026-08-01T09:42:01.317052,2026-08-01T09:48:12.117052,8.43,2.25,6.18,COMPLETED,Urgent,261.41,Asia-Pacific,Carrier Transfer Ops,0.477,6,Shipping Preparation,,20.0,False,None,packing_bottleneck
CASE-00008,CUST-3903,2026-08-01T08:30:08.198965,Order Received,1,2026-08-01T08:30:39.398965,2026-08-01T08:31:42.398965,1.57,0.52,1.05,COMPLETED,Standard,97.45,North America,Ingestion Gateway Team,0.356,1,,Payment Verification,5.0,False,None,packing_bottleneck
CASE-00008,CUST-3903,2026-08-01T08:32:12.257311,Payment Verification,2,2026-08-01T08:36:00.857311,2026-08-01T08:38:17.057311,6.08,3.81,2.27,COMPLETED,Standard,97.45,North America,Fraud & Finance Ops,0.676,9,Order Received,Inventory Check,15.0,False,None,packing_bottleneck
CASE-00008,CUST-3903,2026-08-01T08:38:41.945084,Inventory Check,3,2026-08-01T08:39:46.145084,2026-08-01T08:44:07.145084,5.42,1.07,4.35,COMPLETED,Standard,97.45,North America,Warehouse Stock Control,0.49,1,Payment Verification,Order Packing,10.0,False,None,packing_bottleneck
CASE-00008,CUST-3903,2026-08-01T08:44:49.336551,Order Packing,4,2026-08-01T08:50:57.736551,2026-08-01T09:03:23.536551,18.57,6.14,12.43,COMPLETED,Standard,97.45,North America,Fulfillment Station Alpha,0.661,13,Inventory Check,Shipping Preparation,25.0,False,None,packing_bottleneck
CASE-00008,CUST-3903,2026-08-01T09:04:11.218930,Shipping Preparation,5,2026-08-01T09:06:07.618930,2026-08-01T09:11:09.418930,6.97,1.94,5.03,COMPLETED,Standard,97.45,North America,Logistics Dispatch Hub,0.537,5,Order Packing,Shipment Dispatch,15.0,False,None,packing_bottleneck
CASE-00008,CUST-3903,2026-08-01T09:11:49.838902,Shipment Dispatch,6,2026-08-01T09:15:40.238902,2026-08-01T09:21:13.838902,9.4,3.84,5.56,COMPLETED,Standard,97.45,North America,Carrier Transfer Ops,0.491,9,Shipping Preparation,,20.0,False,None,packing_bottleneck
CASE-00009,CUST-5271,2026-08-01T08:37:08.344803,Order Received,1,2026-08-01T08:37:14.344803,2026-08-01T08:38:58.144803,1.83,0.1,1.73,COMPLETED,Standard,52.23,North America,Ingestion Gateway Team,0.432,1,,Payment Verification,5.0,False,None,packing_bottleneck
CASE-00009,CUST-5271,2026-08-01T08:39:57.829543,Payment Verification,2,2026-08-01T08:43:05.029543,2026-08-01T08:47:39.229543,7.69,3.12,4.57,COMPLETED,Standard,52.23,North America,Fraud & Finance Ops,0.502,9,Order Received,Inventory Check,15.0,False,None,packing_bottleneck
CASE-00009,CUST-5271,2026-08-01T08:48:33.253996,Inventory Check,3,2026-08-01T08:50:47.653996,2026-08-01T08:54:36.853996,6.07,2.24,3.82,COMPLETED,Standard,52.23,North America,Warehouse Stock Control,0.544,7,Payment Verification,Order Packing,10.0,False,None,packing_bottleneck
CASE-00009,CUST-5271,2026-08-01T08:55:00.740771,Order Packing,4,2026-08-01T08:56:53.540771,2026-08-01T09:05:37.940771,10.62,1.88,8.74,COMPLETED,Standard,52.23,North America,Fulfillment Station Alpha,0.585,5,Inventory Check,Shipping Preparation,25.0,False,None,packing_bottleneck
CASE-00009,CUST-5271,2026-08-01T09:06:30.135452,Shipping Preparation,5,2026-08-01T09:07:58.335452,2026-08-01T09:13:15.735452,6.76,1.47,5.29,COMPLETED,Standard,52.23,North America,Logistics Dispatch Hub,0.505,3,Order Packing,Shipment Dispatch,15.0,False,None,packing_bottleneck
CASE-00009,CUST-5271,2026-08-01T09:14:08.808954,Shipment Dispatch,6,2026-08-01T09:15:10.608954,2026-08-01T09:19:13.008954,5.07,1.03,4.04,COMPLETED,Standard,52.23,North America,Carrier Transfer Ops,0.49,2,Shipping Preparation,,20.0,False,None,packing_bottleneck
CASE-00010,CUST-4304,2026-08-01T08:39:47.202961,Order Received,1,2026-08-01T08:40:15.402961,2026-08-01T08:41:11.202961,1.4,0.47,0.93,COMPLETED,Standard,129.82,North America,Ingestion Gateway Team,0.462,1,,Payment Verification,5.0,False,None,packing_bottleneck
CASE-00010,CUST-4304,2026-08-01T08:41:25.344569,Payment Verification,2,2026-08-01T08:43:26.544569,2026-08-01T08:51:54.144569,10.48,2.02,8.46,COMPLETED,Standard,129.82,North America,Fraud & Finance Ops,0.664,6,Order Received,Inventory Check,15.0,False,None,packing_bottleneck
CASE-00010,CUST-4304,2026-08-01T08:52:08.997780,Inventory Check,3,2026-08-01T08:53:58.197780,2026-08-01T08:55:26.997780,3.29,1.82,1.48,COMPLETED,Standard,129.82,North America,Warehouse Stock Control,0.403,3,Payment Verification,Order Packing,10.0,False,None,packing_bottleneck
CASE-00010,CUST-4304,2026-08-01T08:55:46.994078,Order Packing,4,2026-08-01T09:30:35.594078,2026-08-01T10:01:07.394078,65.33,34.81,30.53,SLA_VIOLATED,Standard,129.82,North America,Fulfillment Station Alpha,0.972,96,Inventory Check,Shipping Preparation,25.0,True,Peak Workload,packing_bottleneck
CASE-00010,CUST-4304,2026-08-01T10:01:49.826620,Shipping Preparation,5,2026-08-01T10:04:09.026620,2026-08-01T10:07:07.826620,5.29,2.32,2.98,COMPLETED,Standard,129.82,North America,Logistics Dispatch Hub,0.641,7,Order Packing,Shipment Dispatch,15.0,False,None,packing_bottleneck
CASE-00010,CUST-4304,2026-08-01T10:07:27.043076,Shipment Dispatch,6,2026-08-01T10:09:42.643076,2026-08-01T10:17:23.443076,9.94,2.26,7.68,COMPLETED,Standard,129.82,North America,Carrier Transfer Ops,0.531,7,Shipping Preparation,,20.0,False,None,packing_bottleneck
CASE-00011,CUST-4244,2026-08-01T08:39:26.671277,Order Received,1,2026-08-01T08:39:32.671277,2026-08-01T08:40:20.071277,0.89,0.1,0.79,COMPLETED,Urgent,351.03,Latin America,Ingestion Gateway Team,0.475,1,,Payment Verification,5.0,False,None,packing_bottleneck
CASE-00011,CUST-4244,2026-08-01T08:40:42.152038,Payment Verification,2,2026-08-01T08:43:49.952038,2026-08-01T08:48:19.952038,7.63,3.13,4.5,COMPLETED,Urgent,351.03,Latin America,Fraud & Finance Ops,0.503,7,Order Received,Inventory Check,15.0,False,None,packing_bottleneck
CASE-00011,CUST-4244,2026-08-01T08:49:09.990908,Inventory Check,3,2026-08-01T08:49:23.790908,2026-08-01T08:53:20.790908,4.18,0.23,3.95,COMPLETED,Urgent,351.03,Latin America,Warehouse Stock Control,0.514,1,Payment Verification,Order Packing,10.0,False,None,packing_bottleneck
CASE-00011,CUST-4244,2026-08-01T08:53:44.441057,Order Packing,4,2026-08-01T09:26:29.441057,2026-08-01T10:01:12.641057,67.46,32.75,34.72,SLA_VIOLATED,Urgent,351.03,Latin America,Fulfillment Station Alpha,0.904,59,Inventory Check,Shipping Preparation,25.0,True,Resource Shortage,packing_bottleneck
CASE-00011,CUST-4244,2026-08-01T10:01:25.089591,Shipping Preparation,5,2026-08-01T10:02:44.889591,2026-08-01T10:04:13.689591,2.81,1.33,1.48,COMPLETED,Urgent,351.03,Latin America,Logistics Dispatch Hub,0.573,3,Order Packing,Shipment Dispatch,15.0,False,None,packing_bottleneck
CASE-00011,CUST-4244,2026-08-01T10:04:52.160253,Shipment Dispatch,6,2026-08-01T10:06:48.560253,2026-08-01T10:12:32.960253,7.68,1.94,5.74,COMPLETED,Urgent,351.03,Latin America,Carrier Transfer Ops,0.534,3,Shipping Preparation,,20.0,False,None,packing_bottleneck
CASE-00012,CUST-6745,2026-08-01T08:48:59.693540,Order Received,1,2026-08-01T08:49:12.893540,2026-08-01T08:50:09.293540,1.16,0.22,0.94,COMPLETED,Standard,146.03,Europe,Ingestion Gateway Team,0.481,1,,Payment Verification,5.0,False,None,packing_bottleneck
CASE-00012,CUST-6745,2026-08-01T08:50:30.570089,Payment Verification,2,2026-08-01T08:52:26.970089,2026-08-01T08:56:46.770089,6.27,1.94,4.33,COMPLETED,Standard,146.03,Europe,Fraud & Finance Ops,0.647,5,Order Received,Inventory Check,15.0,False,None,packing_bottleneck
CASE-00012,CUST-6745,2026-08-01T08:57:45.451745,Inventory Check,3,2026-08-01T08:58:53.251745,2026-08-01T09:03:04.651745,5.31,1.13,4.19,COMPLETED,Standard,146.03,Europe,Warehouse Stock Control,0.492,2,Payment Verification,Order Packing,10.0,False,None,packing_bottleneck
CASE-00012,CUST-6745,2026-08-01T09:03:31.262558,Order Packing,4,2026-08-01T09:28:13.262558,2026-08-01T09:58:50.462558,55.32,24.7,30.62,SLA_VIOLATED,Standard,146.03,Europe,Fulfillment Station Alpha,0.926,45,Inventory Check,Shipping Preparation,25.0,True,Resource Shortage,packing_bottleneck
CASE-00012,CUST-6745,2026-08-01T09:59:36.258736,Shipping Preparation,5,2026-08-01T10:01:56.058736,2026-08-01T10:08:22.458736,8.77,2.33,6.44,COMPLETED,Standard,146.03,Europe,Logistics Dispatch Hub,0.635,7,Order Packing,Shipment Dispatch,15.0,False,None,packing_bottleneck
CASE-00012,CUST-6745,2026-08-01T10:08:54.244880,Shipment Dispatch,6,2026-08-01T10:11:33.244880,2026-08-01T10:16:02.644880,7.14,2.65,4.49,COMPLETED,Standard,146.03,Europe,Carrier Transfer Ops,0.491,6,Shipping Preparation,,20.0,False,None,packing_bottleneck
CASE-00013,CUST-8536,2026-08-01T08:45:50.981353,Order Received,1,2026-08-01T08:46:44.381353,2026-08-01T08:47:32.981353,1.7,0.89,0.81,COMPLETED,Urgent,459.4,Europe,Ingestion Gateway Team,0.416,2,,Payment Verification,5.0,False,None,packing_bottleneck
CASE-00013,CUST-8536,2026-08-01T08:47:49.837556,Payment Verification,2,2026-08-01T08:50:39.637556,2026-08-01T08:56:18.037556,8.47,2.83,5.64,COMPLETED,Urgent,459.4,Europe,Fraud & Finance Ops,0.543,5,Order Received,Inventory Check,15.0,False,None,packing_bottleneck
CASE-00013,CUST-8536,2026-08-01T08:56:53.670465,Inventory Check,3,2026-08-01T08:58:48.870465,2026-08-01T09:04:04.470465,7.18,1.92,5.26,COMPLETED,Urgent,459.4,Europe,Warehouse Stock Control,0.512,5,Payment Verification,Order Packing,10.0,False,None,packing_bottleneck
CASE-00013,CUST-8536,2026-08-01T09:04:45.451541,Order Packing,4,2026-08-01T09:32:02.251541,2026-08-01T09:58:31.051541,53.76,27.28,26.48,SLA_VIOLATED,Urgent,459.4,Europe,Fulfillment Station Alpha,0.967,68,Inventory Check,Shipping Preparation,25.0,True,Peak Workload,packing_bottleneck
CASE-00013,CUST-8536,2026-08-01T09:59:11.097824,Shipping Preparation,5,2026-08-01T10:00:12.297824,2026-08-01T10:04:44.697824,5.56,1.02,4.54,COMPLETED,Urgent,459.4,Europe,Logistics Dispatch Hub,0.541,2,Order Packing,Shipment Dispatch,15.0,False,None,packing_bottleneck
CASE-00013,CUST-8536,2026-08-01T10:05:28.043022,Shipment Dispatch,6,2026-08-01T10:07:14.843022,2026-08-01T10:11:50.243022,6.38,1.78,4.59,COMPLETED,Urgent,459.4,Europe,Carrier Transfer Ops,0.47,4,Shipping Preparation,,20.0,False,None,packing_bottleneck
CASE-00014,CUST-4188,2026-08-01T08:50:07.493578,Order Received,1,2026-08-01T08:50:33.293578,2026-08-01T08:51:56.093578,1.81,0.43,1.38,COMPLETED,Standard,78.01,Latin America,Ingestion Gateway Team,0.467,1,,Payment Verification,5.0,False,None,packing_bottleneck
CASE-00014,CUST-4188,2026-08-01T08:52:51.395153,Payment Verification,2,2026-08-01T08:56:47.195153,2026-08-01T09:03:14.795153,10.39,3.93,6.46,COMPLETED,Standard,78.01,Latin America,Fraud & Finance Ops,0.56,11,Order Received,Inventory Check,15.0,False,None,packing_bottleneck
CASE-00014,CUST-4188,2026-08-01T09:03:30.301287,Inventory Check,3,2026-08-01T09:04:38.701287,2026-08-01T09:07:45.901287,4.26,1.14,3.12,COMPLETED,Standard,78.01,Latin America,Warehouse Stock Control,0.58,2,Payment Verification,Order Packing,10.0,False,None,packing_bottleneck
CASE-00014,CUST-4188,2026-08-01T09:08:27.654314,Order Packing,4,2026-08-01T09:39:18.654314,2026-08-01T10:13:40.254314,65.21,30.85,34.36,SLA_VIOLATED,Standard,78.01,Latin America,Fulfillment Station Alpha,0.967,90,Inventory Check,Shipping Preparation,25.0,True,Peak Workload,packing_bottleneck
CASE-00014,CUST-4188,2026-08-01T10:14:24.182825,Shipping Preparation,5,2026-08-01T10:15:09.782825,2026-08-01T10:18:23.582825,3.99,0.76,3.23,COMPLETED,Standard,78.01,Latin America,Logistics Dispatch Hub,0.561,1,Order Packing,Shipment Dispatch,15.0,False,None,packing_bottleneck
CASE-00014,CUST-4188,2026-08-01T10:19:13.882996,Shipment Dispatch,6,2026-08-01T10:22:36.082996,2026-08-01T10:28:01.882996,8.8,3.37,5.43,COMPLETED,Standard,78.01,Latin America,Carrier Transfer Ops,0.428,6,Shipping Preparation,,20.0,False,None,packing_bottleneck
CASE-00015,CUST-6671,2026-08-01T08:54:55.424778,Order Received,1,2026-08-01T08:55:55.424778,2026-08-01T08:56:54.224778,1.98,1.0,0.98,COMPLETED,Standard,231.88,Asia-Pacific,Ingestion Gateway Team,0.39,2,,Payment Verification,5.0,False,None,packing_bottleneck
CASE-00015,CUST-6671,2026-08-01T08:57:38.142793,Payment Verification,2,2026-08-01T09:00:39.342793,2026-08-01T09:05:29.742793,7.86,3.02,4.84,COMPLETED,Standard,231.88,Asia-Pacific,Fraud & Finance Ops,0.509,5,Order Received,Inventory Check,15.0,False,None,packing_bottleneck
CASE-00015,CUST-6671,2026-08-01T09:05:58.972268,Inventory Check,3,2026-08-01T09:07:44.572268,2026-08-01T09:10:25.372268,4.45,1.76,2.68,COMPLETED,Standard,231.88,Asia-Pacific,Warehouse Stock Control,0.496,3,Payment Verification,Order Packing,10.0,False,None,packing_bottleneck
CASE-00015,CUST-6671,2026-08-01T09:11:17.616141,Order Packing,4,2026-08-01T09:38:26.616141,2026-08-01T10:01:46.416141,50.47,27.15,23.33,SLA_VIOLATED,Standard,231.88,Asia-Pacific,Fulfillment Station Alpha,0.911,49,Inventory Check,Shipping Preparation,25.0,True,Resource Shortage,packing_bottleneck
CASE-00015,CUST-6671,2026-08-01T10:02:32.064671,Shipping Preparation,5,2026-08-01T10:03:32.064671,2026-08-01T10:09:23.064671,6.85,1.0,5.85,COMPLETED,Standard,231.88,Asia-Pacific,Logistics Dispatch Hub,0.551,2,Order Packing,Shipment Dispatch,15.0,False,None,packing_bottleneck
CASE-00015,CUST-6671,2026-08-01T10:10:11.046783,Shipment Dispatch,6,2026-08-01T10:13:23.646783,2026-08-01T10:23:30.246783,13.32,3.21,10.11,COMPLETED,Standard,231.88,Asia-Pacific,Carrier Transfer Ops,0.498,9,Shipping Preparation,,20.0,False,None,packing_bottleneck
